[2339, 1654]
[folio, [109.0, 51.0, 744.0, 36.0], Yu7dQ1B-9T, 5751352]
[paragraph, [253.0, 1182.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1218.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1254.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1290.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1326.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1362.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1398.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[reference, [1206.0, 1466.0, 191.0, 36.0], shoonya_1sQXSXX1LVYE00, 5751352]
[paragraph, [109.0, 1527.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1563.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1599.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1635.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1671.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1707.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1743.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1779.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1815.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1851.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1887.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1923.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1959.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 1995.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 2031.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 2067.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 2103.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
[paragraph, [109.0, 2139.0, 1440.0, 36.0], shoonya_0sQUI6U1B538V9, 5751352]
