[1754, 1241]
[headline, [492.0, 235.0, 118.0, 37.5], shoonya_1s7KW686SKLHHG, 6472334]
[paragraph, [630.0, 1264.0, 438.0, 36.0], jTGK5O2xPf, 6472334]
[paragraph, [171.0, 1330.0, 445.0, 36.0], shoonya_7sEW4RY49EF3WK, 6472334]
[paragraph, [171.0, 1366.0, 445.0, 36.0], shoonya_7sEW4RY49EF3WK, 6472334]
[paragraph, [171.0, 1402.0, 445.0, 36.0], shoonya_7sEW4RY49EF3WK, 6472334]
[paragraph, [171.0, 1438.0, 445.0, 36.0], shoonya_7sEW4RY49EF3WK, 6472334]
[paragraph, [171.0, 1474.0, 445.0, 36.0], shoonya_7sEW4RY49EF3WK, 6472334]
[paragraph, [627.0, 1334.0, 441.0, 36.0], znzegVsSkz, 6472334]
[paragraph, [625.0, 1402.0, 443.0, 36.0], YFkN204HYR, 6472334]
[paragraph, [625.0, 1438.0, 443.0, 36.0], YFkN204HYR, 6472334]
[paragraph, [650.0, 1498.0, 418.0, 36.0], DD3IIFOVOz, 6472334]
[folio, [378.0, 1645.0, 73.0, 36.0], lDZkDTJitk, 6472334]
