[1242, 846]
[chapter-title, [344.0, 27.0, 245.0, 30.0], shoonya_7s18YOBIKQNK4H, 5776315]
[paragraph, [156.0, 554.0, 628.0, 18.0], shoonya_0sTJ83AW9F8HLQ, 5776315]
[paragraph, [156.0, 572.0, 628.0, 18.0], shoonya_0sTJ83AW9F8HLQ, 5776315]
[paragraph, [156.0, 595.0, 628.0, 18.0], shoonya_2s0Y16KX3FKI7L, 5776315]
[paragraph, [156.0, 613.0, 628.0, 18.0], shoonya_2s0Y16KX3FKI7L, 5776315]
[paragraph, [156.0, 631.0, 628.0, 18.0], shoonya_2s0Y16KX3FKI7L, 5776315]
[paragraph, [156.0, 649.0, 628.0, 18.0], shoonya_2s0Y16KX3FKI7L, 5776315]
[paragraph, [156.0, 667.0, 628.0, 18.0], shoonya_2s0Y16KX3FKI7L, 5776315]
[paragraph, [156.0, 685.0, 628.0, 18.0], shoonya_2s0Y16KX3FKI7L, 5776315]
[paragraph, [156.0, 703.0, 628.0, 18.0], shoonya_2s0Y16KX3FKI7L, 5776315]
[paragraph, [157.0, 721.0, 625.0, 18.0], shoonya_4sJW14Y6ZHZI6D, 5776315]
[paragraph, [157.0, 739.0, 625.0, 18.0], shoonya_4sJW14Y6ZHZI6D, 5776315]
[paragraph, [157.0, 757.0, 625.0, 18.0], shoonya_4sJW14Y6ZHZI6D, 5776315]
[paragraph, [157.0, 775.0, 625.0, 18.0], shoonya_4sJW14Y6ZHZI6D, 5776315]
[paragraph, [157.0, 793.0, 625.0, 18.0], shoonya_4sJW14Y6ZHZI6D, 5776315]
[paragraph, [157.0, 811.0, 625.0, 18.0], shoonya_4sJW14Y6ZHZI6D, 5776315]
[paragraph, [158.0, 847.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 865.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 883.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 901.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 919.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 937.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 955.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 973.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [158.0, 991.0, 626.0, 18.0], shoonya_5sNSZGSVW7D63W, 5776315]
[paragraph, [163.0, 1021.0, 622.0, 18.0], shoonya_6sMOU74MNBJI1T, 5776315]
[paragraph, [163.0, 1039.0, 622.0, 18.0], shoonya_6sMOU74MNBJI1T, 5776315]
[paragraph, [163.0, 1057.0, 622.0, 18.0], shoonya_6sMOU74MNBJI1T, 5776315]
