[1267, 909]
[chapter-title, [397.0, 63.0, 239.0, 30.0], shoonya_4sDDM7IMRWGART, 5776450]
[paragraph, [208.0, 871.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 889.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 907.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 925.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 943.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 961.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [209.0, 986.0, 626.0, 18.0], shoonya_3sVBG41U3N2X8S, 5776450]
[paragraph, [209.0, 1004.0, 626.0, 18.0], shoonya_3sVBG41U3N2X8S, 5776450]
[paragraph, [209.0, 1022.0, 626.0, 18.0], shoonya_3sVBG41U3N2X8S, 5776450]
[paragraph, [209.0, 1040.0, 626.0, 18.0], shoonya_3sVBG41U3N2X8S, 5776450]
[paragraph, [209.0, 1058.0, 626.0, 18.0], shoonya_3sVBG41U3N2X8S, 5776450]
[paragraph, [209.0, 1076.0, 626.0, 18.0], shoonya_3sVBG41U3N2X8S, 5776450]
[paragraph, [209.0, 1094.0, 626.0, 18.0], shoonya_3sVBG41U3N2X8S, 5776450]
