[1468, 909]
[headline, [76.0, 80.0, 547.0, 25.5], lIY-ZKtCQP, 5770672]
[paragraph, [83.0, 1292.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1310.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1328.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1346.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [448.0, 312.0, 370.0, 18.0], G0FnnbPxEt, 5770672]
[paragraph, [448.0, 330.0, 370.0, 18.0], G0FnnbPxEt, 5770672]
[paragraph, [448.0, 348.0, 370.0, 18.0], G0FnnbPxEt, 5770672]
[paragraph, [448.0, 366.0, 370.0, 18.0], G0FnnbPxEt, 5770672]
[paragraph, [448.0, 384.0, 370.0, 18.0], G0FnnbPxEt, 5770672]
[paragraph, [446.0, 402.0, 370.0, 18.0], ophtMv7hDI, 5770672]
[paragraph, [446.0, 420.0, 370.0, 18.0], ophtMv7hDI, 5770672]
[paragraph, [446.0, 438.0, 370.0, 18.0], ophtMv7hDI, 5770672]
[paragraph, [479.0, 463.0, 137.0, 18.0], RtIhWN_DWj, 5770672]
[paragraph, [453.0, 490.0, 357.0, 18.0], w1om8iLooa, 5770672]
[paragraph, [453.0, 508.0, 357.0, 18.0], w1om8iLooa, 5770672]
[paragraph, [453.0, 526.0, 357.0, 18.0], w1om8iLooa, 5770672]
[paragraph, [453.0, 544.0, 357.0, 18.0], w1om8iLooa, 5770672]
[paragraph, [453.0, 562.0, 357.0, 18.0], w1om8iLooa, 5770672]
[paragraph, [454.0, 581.0, 359.0, 18.0], nTYhvUzXsr, 5770672]
[paragraph, [454.0, 599.0, 359.0, 18.0], nTYhvUzXsr, 5770672]
[paragraph, [454.0, 617.0, 359.0, 18.0], nTYhvUzXsr, 5770672]
[paragraph, [454.0, 635.0, 359.0, 18.0], nTYhvUzXsr, 5770672]
[paragraph, [454.0, 653.0, 359.0, 18.0], nTYhvUzXsr, 5770672]
[paragraph, [454.0, 671.0, 359.0, 18.0], nTYhvUzXsr, 5770672]
[paragraph, [484.0, 690.0, 244.0, 18.0], wNNC_FBTse, 5770672]
[paragraph, [452.0, 718.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 736.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 754.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 772.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 790.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 808.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 826.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 844.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 862.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 880.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 898.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 916.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 934.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 952.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 970.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 988.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 1006.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 1024.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 1042.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 1060.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 1078.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 1096.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [452.0, 1114.0, 358.0, 18.0], Ynj7AdSZLL, 5770672]
[paragraph, [451.0, 1140.0, 350.0, 18.0], shoonya_2sG4AV90QUG81Z, 5770672]
[paragraph, [451.0, 1158.0, 350.0, 18.0], shoonya_2sG4AV90QUG81Z, 5770672]
[paragraph, [451.0, 1176.0, 350.0, 18.0], shoonya_2sG4AV90QUG81Z, 5770672]
[paragraph, [451.0, 1194.0, 350.0, 18.0], shoonya_2sG4AV90QUG81Z, 5770672]
[paragraph, [451.0, 1226.0, 352.0, 18.0], shoonya_1s1EBT2LON3CZ1, 5770672]
[paragraph, [451.0, 1244.0, 352.0, 18.0], shoonya_1s1EBT2LON3CZ1, 5770672]
[paragraph, [451.0, 1262.0, 352.0, 18.0], shoonya_1s1EBT2LON3CZ1, 5770672]
[paragraph, [451.0, 1280.0, 352.0, 18.0], shoonya_1s1EBT2LON3CZ1, 5770672]
[paragraph, [453.0, 1311.0, 350.0, 18.0], shoonya_3s79LXNJ9OXGCF, 5770672]
[paragraph, [453.0, 1329.0, 350.0, 18.0], shoonya_3s79LXNJ9OXGCF, 5770672]
[paragraph, [453.0, 1347.0, 350.0, 18.0], shoonya_3s79LXNJ9OXGCF, 5770672]
