[1388, 886]
[folio, [389.0, 61.0, 105.0, 18.0], s5FHQlnUGr, 5742227]
[paragraph, [451.0, 718.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 736.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 754.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 772.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 790.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 808.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 826.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 844.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 862.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 880.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 898.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 916.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 934.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 952.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 970.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 988.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1006.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1024.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1042.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1060.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1078.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1096.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1114.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1132.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1150.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1168.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1186.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1204.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1222.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1240.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1258.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [451.0, 1276.0, 397.0, 18.0], shoonya_2sRJJ6IK4R66UJ, 5742227]
[paragraph, [34.0, 519.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 537.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 555.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 573.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 591.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 609.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 627.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 645.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 663.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 681.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 699.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 717.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 735.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 753.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [34.0, 771.0, 397.0, 18.0], E5gyEpUY9W, 5742227]
[paragraph, [82.0, 810.0, 223.0, 18.0], suFAvpJ0Gz, 5742227]
[paragraph, [82.0, 828.0, 223.0, 18.0], suFAvpJ0Gz, 5742227]
[paragraph, [82.0, 846.0, 223.0, 18.0], suFAvpJ0Gz, 5742227]
[paragraph, [37.0, 886.0, 392.0, 18.0], S7Q_Ab64-L, 5742227]
[paragraph, [37.0, 904.0, 392.0, 18.0], S7Q_Ab64-L, 5742227]
[paragraph, [37.0, 922.0, 392.0, 18.0], S7Q_Ab64-L, 5742227]
[paragraph, [37.0, 940.0, 392.0, 18.0], S7Q_Ab64-L, 5742227]
[paragraph, [37.0, 958.0, 392.0, 18.0], S7Q_Ab64-L, 5742227]
[paragraph, [37.0, 976.0, 392.0, 18.0], S7Q_Ab64-L, 5742227]
[paragraph, [37.0, 994.0, 392.0, 18.0], S7Q_Ab64-L, 5742227]
[paragraph, [39.0, 1027.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1045.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1063.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1081.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1099.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1117.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1135.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1153.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1171.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1189.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1207.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1225.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1243.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1261.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1279.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[paragraph, [39.0, 1297.0, 407.0, 18.0], YUOjNl4IFr, 5742227]
[footnote, [568.0, 1342.0, 274.0, 18.0], shoonya_0s7ZYLIT773MXX, 5742227]
[footnote, [568.0, 1360.0, 274.0, 18.0], shoonya_0s7ZYLIT773MXX, 5742227]
