[2339, 1653]
[folio, [1265.0, 332.0, 152.0, 36.0], hFp9exKX6K, 5735883]
[paragraph, [836.0, 709.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 745.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 781.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 817.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 853.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 889.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 925.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 961.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 997.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 1033.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 1069.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 1105.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [836.0, 1141.0, 582.0, 36.0], shoonya_0sCUCKFTM8791E, 5735883]
[paragraph, [236.0, 746.0, 580.0, 36.0], shoonya_4sZWJTAADH5BW7, 5735883]
[paragraph, [236.0, 782.0, 580.0, 36.0], shoonya_4sZWJTAADH5BW7, 5735883]
[paragraph, [236.0, 818.0, 580.0, 36.0], shoonya_4sZWJTAADH5BW7, 5735883]
[paragraph, [236.0, 854.0, 580.0, 36.0], shoonya_4sZWJTAADH5BW7, 5735883]
[paragraph, [236.0, 890.0, 580.0, 36.0], shoonya_4sZWJTAADH5BW7, 5735883]
[paragraph, [236.0, 926.0, 580.0, 36.0], shoonya_4sZWJTAADH5BW7, 5735883]
[paragraph, [236.0, 962.0, 580.0, 36.0], shoonya_4sZWJTAADH5BW7, 5735883]
[paragraph, [235.0, 1013.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1049.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1085.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1121.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1157.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1193.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1229.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1265.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1301.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1337.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1373.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1409.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1445.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1481.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1517.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1553.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1589.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1625.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1661.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1697.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1733.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1769.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1805.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1841.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [235.0, 1877.0, 582.0, 36.0], shoonya_2sW5DUAI6HW58T, 5735883]
[paragraph, [835.0, 1188.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1224.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1260.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1296.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1332.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1368.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1404.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1440.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1476.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1512.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1548.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1584.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1620.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1656.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1692.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1728.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1764.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1800.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1836.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1872.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[paragraph, [835.0, 1908.0, 581.0, 36.0], shoonya_1sKJ0L0RMUQ37A, 5735883]
[folio, [1183.0, 1966.0, 230.0, 36.0], shoonya_7s5KKFWCYOHOZE, 5735883]
