[872, 605]
[section-title, [265.0, 32.0, 73.0, 30.0], ol_ljcKBhK, 6457445]
[paragraph, [50.0, 284.0, 250.0, 18.0], 5Fjf1Ma_cm, 6457445]
[paragraph, [50.0, 302.0, 250.0, 18.0], 5Fjf1Ma_cm, 6457445]
[paragraph, [50.0, 320.0, 250.0, 18.0], 5Fjf1Ma_cm, 6457445]
[paragraph, [302.0, 319.0, 254.0, 18.0], qSddb9wNyk, 6457445]
[paragraph, [302.0, 337.0, 254.0, 18.0], qSddb9wNyk, 6457445]
[paragraph, [302.0, 355.0, 254.0, 18.0], qSddb9wNyk, 6457445]
[paragraph, [49.0, 336.0, 252.0, 18.0], 3NHnmuuJR4, 6457445]
[paragraph, [49.0, 354.0, 252.0, 18.0], 3NHnmuuJR4, 6457445]
[paragraph, [49.0, 372.0, 252.0, 18.0], 3NHnmuuJR4, 6457445]
[paragraph, [49.0, 390.0, 252.0, 18.0], 3NHnmuuJR4, 6457445]
[paragraph, [49.0, 408.0, 252.0, 18.0], 3NHnmuuJR4, 6457445]
[paragraph, [316.0, 384.0, 237.0, 18.0], FZR4TDyWU6, 6457445]
[paragraph, [300.0, 403.0, 239.0, 18.0], yheNuqaQNI, 6457445]
[paragraph, [300.0, 421.0, 239.0, 18.0], yheNuqaQNI, 6457445]
[paragraph, [49.0, 421.0, 253.0, 18.0], rUujMZbrSw, 6457445]
[paragraph, [49.0, 439.0, 253.0, 18.0], rUujMZbrSw, 6457445]
[paragraph, [302.0, 439.0, 253.0, 18.0], TD6EE3svAw, 6457445]
[paragraph, [302.0, 457.0, 253.0, 18.0], TD6EE3svAw, 6457445]
[paragraph, [48.0, 458.0, 252.0, 18.0], IFImOJt58F, 6457445]
[paragraph, [48.0, 476.0, 252.0, 18.0], IFImOJt58F, 6457445]
[paragraph, [302.0, 475.0, 233.0, 18.0], CjiSbxu3e6, 6457445]
[paragraph, [302.0, 493.0, 233.0, 18.0], CjiSbxu3e6, 6457445]
[paragraph, [303.0, 508.0, 244.0, 18.0], wBSi1XCtVX, 6457445]
[paragraph, [303.0, 526.0, 244.0, 18.0], wBSi1XCtVX, 6457445]
[paragraph, [48.0, 509.0, 247.0, 18.0], FO-jSClf7x, 6457445]
[paragraph, [48.0, 527.0, 247.0, 18.0], FO-jSClf7x, 6457445]
[paragraph, [50.0, 543.0, 224.0, 18.0], w6-y0aVZKp, 6457445]
[paragraph, [50.0, 561.0, 224.0, 18.0], w6-y0aVZKp, 6457445]
[paragraph, [303.0, 543.0, 228.0, 18.0], gEr1OJUqS2, 6457445]
[paragraph, [303.0, 561.0, 228.0, 18.0], gEr1OJUqS2, 6457445]
[paragraph, [48.0, 581.0, 252.0, 18.0], ZMY4x2nr5C, 6457445]
[paragraph, [48.0, 599.0, 252.0, 18.0], ZMY4x2nr5C, 6457445]
[paragraph, [48.0, 617.0, 252.0, 18.0], ZMY4x2nr5C, 6457445]
[paragraph, [48.0, 635.0, 252.0, 18.0], ZMY4x2nr5C, 6457445]
[paragraph, [48.0, 653.0, 252.0, 18.0], ZMY4x2nr5C, 6457445]
[paragraph, [48.0, 671.0, 252.0, 18.0], ZMY4x2nr5C, 6457445]
[paragraph, [48.0, 689.0, 252.0, 18.0], ZMY4x2nr5C, 6457445]
[paragraph, [302.0, 581.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 599.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 617.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 635.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 653.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 671.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 689.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 707.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [302.0, 725.0, 256.0, 18.0], s2z0kbcSmU, 6457445]
[paragraph, [62.0, 720.0, 241.0, 18.0], fOKBFoBJUR, 6457445]
[reference, [48.0, 739.0, 252.0, 18.0], UM051fNGad, 6457445]
[reference, [48.0, 757.0, 252.0, 18.0], UM051fNGad, 6457445]
[reference, [48.0, 775.0, 252.0, 18.0], UM051fNGad, 6457445]
[reference, [48.0, 793.0, 252.0, 18.0], UM051fNGad, 6457445]
[reference, [48.0, 811.0, 252.0, 18.0], UM051fNGad, 6457445]
[reference, [303.0, 747.0, 256.0, 18.0], NtGXBiAqrL, 6457445]
[reference, [303.0, 765.0, 256.0, 18.0], NtGXBiAqrL, 6457445]
[reference, [303.0, 783.0, 256.0, 18.0], NtGXBiAqrL, 6457445]
[reference, [303.0, 801.0, 256.0, 18.0], NtGXBiAqrL, 6457445]
[reference, [303.0, 819.0, 256.0, 18.0], NtGXBiAqrL, 6457445]
