[2339, 1656]
[paragraph, [123.0, 68.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1328.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1364.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [856.0, 69.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 105.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 141.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 177.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 213.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 249.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 285.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 321.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 357.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 393.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 429.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 465.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 501.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 537.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 573.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 609.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 645.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 681.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 717.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [856.0, 753.0, 704.0, 36.0], shoonya_0sOHKXEL50VPPV, 5749974]
[paragraph, [848.0, 823.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 859.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 895.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 931.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 967.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 1003.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 1039.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 1075.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [848.0, 1111.0, 715.0, 36.0], HP410E5fGa, 5749974]
[paragraph, [858.0, 1146.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1182.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1218.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1254.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1290.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1326.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1362.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1398.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1434.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1470.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1506.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1542.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1578.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1614.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1650.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1686.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1722.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1758.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1794.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [858.0, 1830.0, 706.0, 36.0], shoonya_1s7OWANGZKD7L8, 5749974]
[paragraph, [132.0, 1409.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1445.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1481.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1517.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1553.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1589.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1625.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1661.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1697.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1733.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[paragraph, [132.0, 1769.0, 698.0, 36.0], shoonya_3sWHXWPJSJCV4J, 5749974]
[footnote, [134.0, 1837.0, 706.0, 36.0], shoonya_7sH8Q0UD61P859, 5749974]
[footnote, [134.0, 1873.0, 706.0, 36.0], shoonya_7sH8Q0UD61P859, 5749974]
[footnote, [134.0, 1909.0, 706.0, 36.0], shoonya_7sH8Q0UD61P859, 5749974]
[footnote, [134.0, 1945.0, 706.0, 36.0], shoonya_7sH8Q0UD61P859, 5749974]
[paragraph, [868.0, 1887.0, 693.0, 36.0], shoonya_4s03PKOS2WUROT, 5749974]
[paragraph, [868.0, 1923.0, 693.0, 36.0], shoonya_4s03PKOS2WUROT, 5749974]
[paragraph, [868.0, 1959.0, 693.0, 36.0], shoonya_4s03PKOS2WUROT, 5749974]
