[1754, 1240]
[headline, [313.0, 167.0, 760.0, 37.5], shoonya_5s63Y2DHVNOWU8, 5722630]
[paragraph, [478.0, 500.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 536.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 572.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 608.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 644.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 680.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 716.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 752.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 788.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [478.0, 824.0, 297.0, 36.0], shoonya_3sAAQUW04ZIALJ, 5722630]
[paragraph, [164.0, 579.0, 299.0, 36.0], shoonya_13sJ62K7QTI2M3, 5722630]
[paragraph, [164.0, 615.0, 299.0, 36.0], shoonya_13sJ62K7QTI2M3, 5722630]
[paragraph, [164.0, 651.0, 299.0, 36.0], shoonya_13sJ62K7QTI2M3, 5722630]
[paragraph, [164.0, 687.0, 299.0, 36.0], shoonya_13sJ62K7QTI2M3, 5722630]
[paragraph, [164.0, 723.0, 299.0, 36.0], shoonya_13sJ62K7QTI2M3, 5722630]
[paragraph, [164.0, 759.0, 299.0, 36.0], shoonya_13sJ62K7QTI2M3, 5722630]
[paragraph, [164.0, 824.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 860.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 896.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 932.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 968.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1004.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1040.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1076.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1112.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1148.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1184.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1220.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1256.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1292.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1328.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1364.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [164.0, 1400.0, 297.0, 36.0], shoonya_4sHVUX6Q976OW8, 5722630]
[paragraph, [478.0, 863.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 899.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 935.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 971.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1007.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1043.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1079.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1115.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1151.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1187.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1223.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1259.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1295.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1331.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1367.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [478.0, 1403.0, 298.0, 36.0], shoonya_2sXR8OPK2FIAV9, 5722630]
[paragraph, [791.0, 925.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 961.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 997.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1033.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1069.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1105.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1141.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1177.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1213.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1249.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1285.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1321.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1357.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[paragraph, [791.0, 1393.0, 299.0, 36.0], shoonya_1sG0J9ZJ3YRF3R, 5722630]
[website-link, [45.0, 1687.0, 336.0, 18.0], gEpZOWpsqe, 5722630]
[website-link, [45.0, 1705.0, 336.0, 18.0], gEpZOWpsqe, 5722630]
