[3968, 2806]
[paragraph, [175.0, 138.0, 1239.0, 52.5], shoonya_5sD7U7P0Q7FC2U, 5683924]
[paragraph, [1447.0, 2274.5, 1121.0, 52.5], shoonya_1sDOXZDUMPNOVV, 5683924]
[paragraph, [1447.0, 2327.0, 1121.0, 52.5], shoonya_1sDOXZDUMPNOVV, 5683924]
[paragraph, [1447.0, 2379.5, 1121.0, 52.5], shoonya_1sDOXZDUMPNOVV, 5683924]
[paragraph, [1447.0, 2432.0, 1121.0, 52.5], shoonya_1sDOXZDUMPNOVV, 5683924]
[paragraph, [1447.0, 2484.5, 1121.0, 52.5], shoonya_1sDOXZDUMPNOVV, 5683924]
[paragraph, [1447.0, 2537.0, 1121.0, 52.5], shoonya_1sDOXZDUMPNOVV, 5683924]
[paragraph, [167.0, 999.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1051.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1104.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1156.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1209.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1261.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1314.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1366.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1419.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1471.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1524.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1576.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1629.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1681.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1734.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1786.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1839.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1891.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1944.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 1996.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2049.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2101.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2154.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2206.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2259.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2311.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2364.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2416.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2469.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2521.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2574.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2626.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2679.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2731.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2784.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2836.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2889.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2941.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 2994.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3046.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3099.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3151.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3204.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3256.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3309.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3361.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3414.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3466.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3519.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3571.5, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[paragraph, [167.0, 3624.0, 1254.0, 52.5], shoonya_3sJ3OXMYSRZJD5, 5683924]
[folio, [281.0, 3808.0, 739.0, 52.5], tMBAvO60kP, 5683924]
