[1305, 717]
[folio, [37.0, 37.0, 121.0, 18.0], shoonya_0sPKCUER33ESPA, 5782167]
[sub-ordered-list, [22.0, 729.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 747.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 765.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 783.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 801.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 819.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 837.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 855.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 873.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 891.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 909.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 927.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 945.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 963.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 981.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 999.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1017.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1035.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1053.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1071.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1089.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1107.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1125.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1143.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1161.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[sub-ordered-list, [22.0, 1179.0, 672.0, 18.0], R8djPCSIxB, 5782167]
[figure-caption, [359.0, 802.0, 325.0, 18.0], s5DTcIxcU8, 5782167]
[figure-caption, [359.0, 820.0, 325.0, 18.0], s5DTcIxcU8, 5782167]
[figure-caption, [359.0, 838.0, 325.0, 18.0], s5DTcIxcU8, 5782167]
[figure-caption, [359.0, 856.0, 325.0, 18.0], s5DTcIxcU8, 5782167]
[figure-caption, [25.0, 806.0, 332.0, 18.0], lP6czyDOrh, 5782167]
[figure-caption, [25.0, 824.0, 332.0, 18.0], lP6czyDOrh, 5782167]
[figure-caption, [25.0, 842.0, 332.0, 18.0], lP6czyDOrh, 5782167]
[figure-caption, [214.0, 874.0, 307.0, 18.0], N5Ie9xXx7Y, 5782167]
[folio, [571.0, 892.0, 109.0, 18.0], XpqNKToO1H, 5782167]
[figure-caption, [32.0, 930.0, 652.0, 18.0], LUr6T9LVXX, 5782167]
