[1468, 909]
[headline, [337.0, 74.0, 259.0, 25.5], xcC6_EVvG7, 5770031]
[paragraph, [456.0, 795.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 813.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 831.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[section-title, [87.0, 691.0, 362.0, 30.0], ls16Z0io1n, 5770031]
[paragraph, [91.0, 728.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 746.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 764.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 782.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 800.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 818.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 836.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 854.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 872.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 890.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 908.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 926.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 944.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 962.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 980.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 998.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1016.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1034.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1052.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1070.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1088.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1106.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1124.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1142.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1160.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [91.0, 1178.0, 361.0, 18.0], _Bn_sAOZYn, 5770031]
[paragraph, [453.0, 854.0, 366.0, 18.0], rFZcJs2pXI, 5770031]
[paragraph, [453.0, 872.0, 366.0, 18.0], rFZcJs2pXI, 5770031]
[paragraph, [453.0, 890.0, 366.0, 18.0], rFZcJs2pXI, 5770031]
[paragraph, [453.0, 908.0, 366.0, 18.0], rFZcJs2pXI, 5770031]
[paragraph, [453.0, 926.0, 366.0, 18.0], rFZcJs2pXI, 5770031]
[paragraph, [453.0, 944.0, 366.0, 18.0], rFZcJs2pXI, 5770031]
[paragraph, [453.0, 962.0, 366.0, 18.0], rFZcJs2pXI, 5770031]
[section-title, [460.0, 972.0, 325.0, 30.0], 7Ntsz81QAg, 5770031]
[paragraph, [457.0, 1007.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1025.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1043.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1061.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1079.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1097.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1115.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1133.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1151.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1169.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[paragraph, [457.0, 1187.0, 378.0, 18.0], o_LsoxiF1_, 5770031]
[section-title, [467.0, 1203.0, 116.0, 30.0], cnP-ZhsPoE, 5770031]
[paragraph, [104.0, 1209.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1227.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1245.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1263.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1281.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1299.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1317.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1335.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [104.0, 1353.0, 350.0, 18.0], shoonya_1s1VQPH8FDIA2N, 5770031]
[paragraph, [463.0, 1240.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
[paragraph, [463.0, 1258.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
[paragraph, [463.0, 1276.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
[paragraph, [463.0, 1294.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
[paragraph, [463.0, 1312.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
[paragraph, [463.0, 1330.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
[paragraph, [463.0, 1348.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
[paragraph, [463.0, 1366.0, 375.0, 18.0], aVRN9dsPXD, 5770031]
