[2444, 1790]
[headline, [728.0, 138.0, 442.0, 67.5], 3T65agtm4E, 5693704]
[paragraph, [1217.0, 612.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 648.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 684.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 720.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 756.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 792.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 828.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 864.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 900.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 936.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 972.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 1008.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [681.0, 609.0, 498.0, 36.0], jS1buP9JH_, 5693704]
[paragraph, [681.0, 645.0, 498.0, 36.0], jS1buP9JH_, 5693704]
[paragraph, [681.0, 681.0, 498.0, 36.0], jS1buP9JH_, 5693704]
[paragraph, [681.0, 717.0, 498.0, 36.0], jS1buP9JH_, 5693704]
[paragraph, [681.0, 753.0, 498.0, 36.0], jS1buP9JH_, 5693704]
[contact-info, [681.0, 833.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 869.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 905.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 941.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 977.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1013.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1049.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1085.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1121.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1157.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1193.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1229.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1265.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[contact-info, [681.0, 1301.0, 493.0, 36.0], 3yAJbx1xeQ, 5693704]
[paragraph, [1217.0, 1067.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1103.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1139.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1175.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1211.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1247.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1283.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1319.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1355.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [1217.0, 1391.0, 502.0, 36.0], RAzvirMEgp, 5693704]
[paragraph, [150.0, 1077.0, 505.0, 36.0], shoonya_3sYNOAIM2A4G5B, 5693704]
[paragraph, [150.0, 1113.0, 505.0, 36.0], shoonya_3sYNOAIM2A4G5B, 5693704]
[paragraph, [150.0, 1149.0, 505.0, 36.0], shoonya_3sYNOAIM2A4G5B, 5693704]
[paragraph, [150.0, 1185.0, 505.0, 36.0], shoonya_3sYNOAIM2A4G5B, 5693704]
[paragraph, [150.0, 1221.0, 505.0, 36.0], shoonya_3sYNOAIM2A4G5B, 5693704]
[paragraph, [150.0, 1257.0, 505.0, 36.0], shoonya_3sYNOAIM2A4G5B, 5693704]
[paragraph, [150.0, 1293.0, 505.0, 36.0], shoonya_3sYNOAIM2A4G5B, 5693704]
[paragraph, [686.0, 1103.0, 493.0, 36.0], 1izW9Mb-rM, 5693704]
[paragraph, [686.0, 1139.0, 493.0, 36.0], 1izW9Mb-rM, 5693704]
[paragraph, [686.0, 1175.0, 493.0, 36.0], 1izW9Mb-rM, 5693704]
[paragraph, [686.0, 1211.0, 493.0, 36.0], 1izW9Mb-rM, 5693704]
[paragraph, [686.0, 1247.0, 493.0, 36.0], 1izW9Mb-rM, 5693704]
[paragraph, [686.0, 1283.0, 493.0, 36.0], 1izW9Mb-rM, 5693704]
[paragraph, [674.0, 1356.0, 507.0, 36.0], Hlj1bPvYIv, 5693704]
[paragraph, [674.0, 1392.0, 507.0, 36.0], Hlj1bPvYIv, 5693704]
[paragraph, [674.0, 1428.0, 507.0, 36.0], Hlj1bPvYIv, 5693704]
[paragraph, [674.0, 1464.0, 507.0, 36.0], Hlj1bPvYIv, 5693704]
[paragraph, [674.0, 1500.0, 507.0, 36.0], Hlj1bPvYIv, 5693704]
[paragraph, [674.0, 1536.0, 507.0, 36.0], Hlj1bPvYIv, 5693704]
[contact-info, [1213.0, 1465.0, 502.0, 36.0], UcBa_IFPMy, 5693704]
[contact-info, [1213.0, 1501.0, 502.0, 36.0], UcBa_IFPMy, 5693704]
[contact-info, [1213.0, 1537.0, 502.0, 36.0], UcBa_IFPMy, 5693704]
[contact-info, [1213.0, 1573.0, 502.0, 36.0], UcBa_IFPMy, 5693704]
[contact-info, [1213.0, 1609.0, 502.0, 36.0], UcBa_IFPMy, 5693704]
[paragraph, [1215.0, 1664.0, 500.0, 36.0], MptYWFd9FE, 5693704]
[paragraph, [1215.0, 1700.0, 500.0, 36.0], MptYWFd9FE, 5693704]
[paragraph, [1215.0, 1736.0, 500.0, 36.0], MptYWFd9FE, 5693704]
[paragraph, [1215.0, 1772.0, 500.0, 36.0], MptYWFd9FE, 5693704]
[paragraph, [1213.0, 1831.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 1867.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 1903.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 1939.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 1975.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 2011.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 2047.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 2083.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 2119.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 2155.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
[paragraph, [1213.0, 2191.0, 502.0, 36.0], gWHQ9S1qkq, 5693704]
