[1372, 849]
[section-title, [362.0, 68.0, 144.0, 30.0], shoonya_3s2ZV7MHPDNP32, 5709718]
[paragraph, [70.0, 1042.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1060.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1078.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1096.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1114.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1132.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1150.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1168.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1186.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1204.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1222.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [139.0, 1252.0, 639.0, 18.0], shoonya_2s0LOUNTJYNHZE, 5709718]
[paragraph, [139.0, 1270.0, 639.0, 18.0], shoonya_2s0LOUNTJYNHZE, 5709718]
