[1806, 1178]
[sub-section-title, [522.0, 162.0, 194.0, 36.0], shoonya_0s8WDE5VJWMHCP, 5751395]
[sub-ordered-list, [369.0, 934.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 970.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1006.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1042.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1078.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1114.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1150.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1186.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1222.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1258.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1294.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1330.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1366.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1402.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1438.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 1474.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[folio, [577.0, 1628.0, 142.0, 36.0], Mghw9IOE8Q, 5751395]
