[3968, 2806]
[paragraph, [1452.0, 174.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [187.0, 1475.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1528.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1580.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1633.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1685.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1738.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1790.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1843.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1895.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1948.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 2000.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 2053.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 2105.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 2158.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [1452.0, 2190.0, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2242.5, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2295.0, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2347.5, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2400.0, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2452.5, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2505.0, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2557.5, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2610.0, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2662.5, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [1452.0, 2715.0, 1163.0, 52.5], shoonya_6sM79NWEW1MJT1, 5683435]
[paragraph, [183.0, 2339.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2391.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2444.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2496.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2549.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2601.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2654.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2706.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2759.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2811.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2864.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2916.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 2969.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3021.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3074.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3126.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3179.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3231.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3284.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3336.5, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[paragraph, [183.0, 3389.0, 1219.0, 52.5], shoonya_0s3G1XVT15S0IH, 5683435]
[author, [1951.0, 3330.0, 343.0, 52.5], S1WEaKWbwS, 5683435]
[author, [1951.0, 3382.5, 343.0, 52.5], S1WEaKWbwS, 5683435]
[contact-info, [1940.0, 3452.0, 679.0, 52.5], Efa-1wOqCX, 5683435]
[contact-info, [1940.0, 3504.5, 679.0, 52.5], Efa-1wOqCX, 5683435]
[contact-info, [1940.0, 3557.0, 679.0, 52.5], Efa-1wOqCX, 5683435]
[contact-info, [1940.0, 3609.5, 679.0, 52.5], Efa-1wOqCX, 5683435]
[folio, [262.0, 3827.0, 711.0, 52.5], -kVk9D3NQ6, 5683435]
