[1300, 900]
[folio, [282.0, 35.0, 304.0, 18.0], shoonya_3sQI31WDQX9MEY, 5731010]
[paragraph, [86.0, 691.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 709.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 727.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 745.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 763.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 781.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 799.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 817.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 835.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 853.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 871.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 889.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 907.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 925.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [86.0, 943.0, 718.0, 18.0], shoonya_1sCOZW76N07IOB, 5731010]
[paragraph, [89.0, 959.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 977.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 995.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1013.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1031.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1049.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1067.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1085.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1103.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1121.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1139.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1157.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1175.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1193.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1211.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
[paragraph, [89.0, 1229.0, 717.0, 18.0], shoonya_2sQU1D81OHDN8F, 5731010]
