[2339, 1656]
[paragraph, [844.0, 78.0, 708.0, 36.0], shoonya_3s5OH3ZA5VB7F2, 5749362]
[paragraph, [102.0, 1344.0, 715.0, 36.0], shoonya_2s24V980Q7T84I, 5749362]
[paragraph, [102.0, 1380.0, 715.0, 36.0], shoonya_2s24V980Q7T84I, 5749362]
[paragraph, [102.0, 1416.0, 715.0, 36.0], shoonya_2s24V980Q7T84I, 5749362]
[paragraph, [855.0, 1366.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1402.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1438.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1474.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1510.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1546.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1582.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1618.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1654.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1690.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1726.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1762.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1798.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1834.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1870.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1906.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1942.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 1978.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [855.0, 2014.0, 704.0, 36.0], shoonya_0sARRGP65OF92W, 5749362]
[paragraph, [118.0, 1476.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1512.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1548.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1584.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1620.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1656.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1692.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1728.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1764.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1800.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1836.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1872.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1908.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [118.0, 1944.0, 702.0, 36.0], shoonya_1sT5WNUFENPNTK, 5749362]
[paragraph, [191.0, 2009.0, 626.0, 36.0], shoonya_4s5YEV1OYUWZS5, 5749362]
