[1755, 1240]
[placeholder-text, [682.0, 169.0, 445.0, 18.0], shoonya_2sUVYV1KQTL4BE, 5773237]
[ordered-list, [616.0, 1398.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1434.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1470.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1506.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[sub-ordered-list, [650.0, 690.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 726.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 762.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 798.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 834.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 870.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 906.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 942.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [650.0, 978.0, 465.0, 36.0], shoonya_14sWGG7WKZ2MMG, 5773237]
[sub-ordered-list, [141.0, 705.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 741.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 777.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 813.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 849.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 885.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 921.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 957.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[sub-ordered-list, [141.0, 993.0, 473.0, 36.0], shoonya_10sTH8V3CGB4W7, 5773237]
[folio, [1028.0, 1548.0, 90.0, 36.0], shoonya_13s8TNPBQH6KNI, 5773237]
[folio, [116.0, 1549.0, 102.0, 36.0], shoonya_25sEKITX0U0EDH, 5773237]
