[1823, 1375]
[folio, [997.0, 101.0, 278.0, 36.0], 8NTsLdlLRf, 5684309]
[paragraph, [700.0, 283.0, 577.0, 36.0], shoonya_5sDOJ6U685IMCB, 5684309]
[paragraph, [705.0, 354.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 390.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 426.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 462.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 498.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 534.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 570.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 606.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 642.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 678.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 714.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 750.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 786.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 822.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 858.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 894.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 930.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 966.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [705.0, 1002.0, 562.0, 36.0], shoonya_2sA29M41S581KT, 5684309]
[paragraph, [174.0, 1006.0, 505.0, 36.0], shoonya_6s5WLWPOATP0ZS, 5684309]
[headline, [547.0, 1148.0, 276.0, 37.5], qzPv2w0tUm, 5684309]
[paragraph, [703.0, 1282.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1318.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1354.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1390.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1426.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1462.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1498.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1534.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1570.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1606.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1642.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [703.0, 1678.0, 578.0, 36.0], stVxGnhyIz, 5684309]
[paragraph, [107.0, 1285.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1321.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1357.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1393.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1429.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1465.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1501.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1537.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1573.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1609.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1645.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
[paragraph, [107.0, 1681.0, 582.0, 36.0], shoonya_3sXYSJN7Z7B1ZZ, 5684309]
