[2339, 1656]
[paragraph, [113.0, 91.0, 740.0, 36.0], shoonya_3sT353C5M5UZES, 5749458]
[paragraph, [895.0, 1480.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [895.0, 1516.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [895.0, 1552.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [895.0, 1588.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [895.0, 1624.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [895.0, 1660.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [895.0, 1696.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [895.0, 1732.0, 719.0, 36.0], shoonya_1sX7SIL7DFNGV7, 5749458]
[paragraph, [912.0, 1794.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 1830.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 1866.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 1902.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 1938.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 1974.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 2010.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 2046.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
[paragraph, [912.0, 2082.0, 704.0, 36.0], shoonya_2sS2IFSHDL5836, 5749458]
