[1298, 853]
[section-title, [340.0, 68.0, 156.0, 30.0], shoonya_4s73KIXWUTRYMO, 5710003]
[paragraph, [69.0, 456.0, 708.0, 18.0], shoonya_0sTMJMBJ3K9Z28, 5710003]
[paragraph, [69.0, 474.0, 708.0, 18.0], shoonya_0sTMJMBJ3K9Z28, 5710003]
[paragraph, [69.0, 492.0, 708.0, 18.0], shoonya_0sTMJMBJ3K9Z28, 5710003]
[paragraph, [69.0, 510.0, 708.0, 18.0], shoonya_0sTMJMBJ3K9Z28, 5710003]
[paragraph, [69.0, 528.0, 708.0, 18.0], shoonya_0sTMJMBJ3K9Z28, 5710003]
[paragraph, [71.0, 560.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 578.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 596.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 614.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 632.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 650.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 668.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 686.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 704.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 722.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 740.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 758.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 776.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 794.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[paragraph, [71.0, 812.0, 710.0, 18.0], shoonya_3sHI365BRAGV8S, 5710003]
[section-title, [250.0, 877.0, 355.0, 30.0], shoonya_5sP4UTHWJAUHI8, 5710003]
[paragraph, [73.0, 933.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 951.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 969.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 987.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1005.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1023.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1041.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1059.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1077.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1095.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1113.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1131.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1149.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1167.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1185.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
[paragraph, [73.0, 1203.0, 718.0, 18.0], shoonya_1sNL15Z9NG4V27, 5710003]
