[1447, 1063]
[folio, [418.0, 57.0, 198.0, 18.0], OWI1pmzeXQ, 5762297]
[paragraph, [90.0, 715.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 733.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 751.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 769.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 787.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 805.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 823.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 841.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 859.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 877.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 895.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 913.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 931.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 949.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 967.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [90.0, 985.0, 438.0, 18.0], P6H2rUWbDH, 5762297]
[paragraph, [537.0, 783.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 801.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 819.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 837.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 855.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 873.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 891.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 909.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 927.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 945.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 963.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 981.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 999.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [537.0, 1017.0, 430.0, 18.0], DGlogG2IgD, 5762297]
[paragraph, [87.0, 1012.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1030.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1048.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1066.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1084.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1102.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1120.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1138.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1156.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1174.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [87.0, 1192.0, 433.0, 18.0], XESYsT_o41, 5762297]
[paragraph, [539.0, 1050.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1068.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1086.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1104.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1122.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1140.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1158.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1176.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1194.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1212.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1230.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1248.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1266.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1284.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1302.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1320.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [539.0, 1338.0, 431.0, 18.0], AUfaoG87S9, 5762297]
[paragraph, [89.0, 1230.0, 434.0, 18.0], a0jPJDbbSy, 5762297]
[paragraph, [89.0, 1248.0, 434.0, 18.0], a0jPJDbbSy, 5762297]
[paragraph, [89.0, 1266.0, 434.0, 18.0], a0jPJDbbSy, 5762297]
[paragraph, [89.0, 1284.0, 434.0, 18.0], a0jPJDbbSy, 5762297]
[paragraph, [89.0, 1302.0, 434.0, 18.0], a0jPJDbbSy, 5762297]
[paragraph, [89.0, 1320.0, 434.0, 18.0], a0jPJDbbSy, 5762297]
[paragraph, [89.0, 1338.0, 434.0, 18.0], a0jPJDbbSy, 5762297]
