[1275, 1650]
[unordered-list, [1136.0, 88.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [1138.0, 853.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 871.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 889.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 907.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 925.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 943.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 961.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 979.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 997.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1015.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1033.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1051.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1069.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1087.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1105.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1123.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1141.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1159.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 1177.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[paragraph, [45.0, 416.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[paragraph, [45.0, 434.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[paragraph, [45.0, 452.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[paragraph, [45.0, 470.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[paragraph, [45.0, 488.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[paragraph, [45.0, 506.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[paragraph, [45.0, 524.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[paragraph, [45.0, 542.0, 468.0, 18.0], bJSQ6iL2P8, 6473694]
[section-title, [587.0, 480.0, 138.0, 30.0], 4wZtkiHn7R, 6473694]
[unordered-list, [587.0, 521.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 539.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 557.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 575.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 593.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 611.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 629.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 647.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 665.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 683.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 701.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 719.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 737.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 755.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 773.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 791.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 809.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 827.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 845.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 863.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 881.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 899.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 917.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 935.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 953.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 971.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 989.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 1007.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 1025.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [587.0, 1043.0, 470.0, 18.0], XGhLAnjRAo, 6473694]
[unordered-list, [48.0, 569.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 587.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 605.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 623.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 641.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 659.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 677.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 695.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 713.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 731.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 749.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 767.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 785.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 803.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 821.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 839.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 857.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 875.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 893.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 911.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 929.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 947.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 965.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 983.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1001.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1019.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1037.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1055.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1073.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1091.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1109.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1127.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1145.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[unordered-list, [48.0, 1163.0, 470.0, 18.0], shoonya_3sSZY4K5TBWDJ9, 6473694]
[sub-unordered-list, [1181.0, 1019.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1037.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1055.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1073.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1091.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1109.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1127.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1145.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[sub-unordered-list, [1181.0, 1163.0, 431.0, 18.0], Yzc1qM0qKV, 6473694]
[section-title, [585.0, 1068.0, 171.0, 30.0], ml1UYT9iEr, 6473694]
[unordered-list, [583.0, 1112.0, 476.0, 18.0], RxnbB4sJxe, 6473694]
[unordered-list, [583.0, 1130.0, 476.0, 18.0], RxnbB4sJxe, 6473694]
[unordered-list, [583.0, 1148.0, 476.0, 18.0], RxnbB4sJxe, 6473694]
[unordered-list, [583.0, 1166.0, 476.0, 18.0], RxnbB4sJxe, 6473694]
