[1806, 1262]
[folio, [165.0, 95.0, 516.0, 36.0], shoonya_0sUPJ8SV550BI8, 5680697]
[paragraph, [91.0, 467.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 503.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 539.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 575.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 611.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 647.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 683.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 719.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 755.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 791.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 827.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [91.0, 863.0, 509.0, 36.0], shoonya_4sACVUQVW057ZX, 5680697]
[paragraph, [93.0, 905.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [93.0, 941.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [93.0, 977.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [93.0, 1013.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [93.0, 1049.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [93.0, 1085.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [93.0, 1121.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [93.0, 1157.0, 507.0, 36.0], shoonya_5sALEAFZK881YR, 5680697]
[paragraph, [664.0, 906.0, 500.0, 36.0], Ru-_DBiTIy, 5680697]
[paragraph, [664.0, 942.0, 500.0, 36.0], Ru-_DBiTIy, 5680697]
[paragraph, [664.0, 978.0, 500.0, 36.0], Ru-_DBiTIy, 5680697]
[paragraph, [664.0, 1014.0, 500.0, 36.0], Ru-_DBiTIy, 5680697]
[paragraph, [664.0, 1050.0, 500.0, 36.0], Ru-_DBiTIy, 5680697]
[paragraph, [659.0, 1126.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1162.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1198.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1234.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1270.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1306.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1342.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1378.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1414.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1450.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1486.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1522.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1558.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1594.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1630.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [659.0, 1666.0, 506.0, 36.0], pM0mUHQ0i1, 5680697]
[paragraph, [97.0, 1235.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1271.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1307.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1343.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1379.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1415.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1451.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1487.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1523.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1559.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1595.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1631.0, 504.0, 36.0], x68yf7b93z, 5680697]
[paragraph, [97.0, 1667.0, 504.0, 36.0], x68yf7b93z, 5680697]
