[1326, 829]
[folio, [341.0, 101.0, 136.0, 18.0], FgLZJJaS93, 5770748]
[paragraph, [420.0, 1018.0, 329.0, 18.0], W15_tPFyPQ, 5770748]
[paragraph, [75.0, 992.0, 337.0, 18.0], xKzW_vpQpt, 5770748]
[paragraph, [75.0, 1010.0, 337.0, 18.0], xKzW_vpQpt, 5770748]
[paragraph, [75.0, 1028.0, 337.0, 18.0], xKzW_vpQpt, 5770748]
[paragraph, [75.0, 1046.0, 337.0, 18.0], xKzW_vpQpt, 5770748]
[paragraph, [75.0, 1064.0, 337.0, 18.0], xKzW_vpQpt, 5770748]
[paragraph, [75.0, 1082.0, 337.0, 18.0], xKzW_vpQpt, 5770748]
[paragraph, [75.0, 1100.0, 337.0, 18.0], xKzW_vpQpt, 5770748]
[paragraph, [418.0, 1042.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1060.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1078.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1096.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1114.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1132.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1150.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1168.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1186.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1204.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [418.0, 1222.0, 335.0, 18.0], f_fMDeHeEM, 5770748]
[paragraph, [73.0, 1114.0, 338.0, 18.0], EnARVowm4c, 5770748]
[paragraph, [73.0, 1132.0, 338.0, 18.0], EnARVowm4c, 5770748]
[paragraph, [73.0, 1150.0, 338.0, 18.0], EnARVowm4c, 5770748]
[paragraph, [73.0, 1168.0, 338.0, 18.0], EnARVowm4c, 5770748]
[paragraph, [73.0, 1186.0, 338.0, 18.0], EnARVowm4c, 5770748]
[paragraph, [73.0, 1204.0, 338.0, 18.0], EnARVowm4c, 5770748]
[paragraph, [73.0, 1222.0, 338.0, 18.0], EnARVowm4c, 5770748]
