[1238, 765]
[folio, [305.0, 72.0, 141.0, 18.0], s-egwpnhee, 5770115]
[paragraph, [386.0, 184.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 202.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 220.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 238.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 256.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 274.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 292.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 310.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 328.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 346.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 364.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 382.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 400.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 418.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 436.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 454.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 472.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 490.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 508.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 526.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 544.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 562.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 580.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 598.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 616.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 634.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 652.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 670.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 688.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 706.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 724.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 742.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 760.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 778.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 796.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 814.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 832.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 850.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [386.0, 868.0, 307.0, 18.0], r_R1hn04ip, 5770115]
[paragraph, [70.0, 554.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 572.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 590.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 608.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 626.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 644.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 662.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 680.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 698.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 716.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 734.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 752.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 770.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 788.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 806.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 824.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 842.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [70.0, 860.0, 310.0, 18.0], qmNmxnR2bf, 5770115]
[paragraph, [118.0, 959.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[paragraph, [118.0, 977.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[paragraph, [118.0, 995.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[paragraph, [118.0, 1013.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[paragraph, [118.0, 1031.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[paragraph, [118.0, 1049.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[paragraph, [118.0, 1067.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[paragraph, [118.0, 1085.0, 552.0, 18.0], PZHTJZ6S-N, 5770115]
[author, [558.0, 1098.0, 145.0, 18.0], Szwjh9hdtu, 5770115]
[author, [558.0, 1116.0, 145.0, 18.0], Szwjh9hdtu, 5770115]
