[994, 669]
[folio, [40.0, 41.0, 133.0, 18.0], qIdsuW0QgP, 5773932]
[sub-ordered-list, [40.0, 135.0, 471.0, 18.0], 2pzW_PDxPR, 5773932]
[sub-ordered-list, [64.0, 180.0, 482.0, 18.0], WoKnazJXoj, 5773932]
[sub-ordered-list, [196.0, 380.0, 429.0, 18.0], jH3R23ByZY, 5773932]
[sub-ordered-list, [196.0, 398.0, 429.0, 18.0], jH3R23ByZY, 5773932]
[subsub-ordered-list, [353.0, 411.0, 277.0, 18.0], m_Gm7guOR7, 5773932]
[subsub-ordered-list, [353.0, 429.0, 277.0, 18.0], m_Gm7guOR7, 5773932]
[sub-ordered-list, [44.0, 413.0, 307.0, 18.0], NE5mTvxj3h, 5773932]
[subsub-ordered-list, [38.0, 453.0, 246.0, 18.0], SxeahPfpf6, 5773932]
[sub-ordered-list, [39.0, 485.0, 609.0, 18.0], 75fL8To7az, 5773932]
[reference, [47.0, 513.0, 202.0, 18.0], v7YrhCp8jO, 5773932]
[subsub-ordered-list, [306.0, 515.0, 135.0, 18.0], r4kxFyJjOZ, 5773932]
[reference, [439.0, 515.0, 189.0, 18.0], 9yyWjIEvoV, 5773932]
[reference, [38.0, 543.0, 80.0, 18.0], n_7A4K4hFJ, 5773932]
[sub-ordered-list, [163.0, 644.0, 463.0, 18.0], 4YKs5Ka17Z, 5773932]
[sub-ordered-list, [32.0, 670.0, 369.0, 18.0], okUNWRLAC4, 5773932]
[sub-ordered-list, [41.0, 707.0, 519.0, 18.0], hvaGoiWC9N, 5773932]
[sub-ordered-list, [41.0, 725.0, 519.0, 18.0], hvaGoiWC9N, 5773932]
[sub-ordered-list, [41.0, 743.0, 519.0, 18.0], hvaGoiWC9N, 5773932]
[sub-ordered-list, [169.0, 881.0, 466.0, 18.0], 9xqAEGAWFf, 5773932]
[sub-ordered-list, [40.0, 913.0, 449.0, 18.0], 8LuCXFL0QN, 5773932]
