[6000, 4167]
[folio, [1213.0, 630.0, 1708.0, 52.5], MVnkV9THtW, 5720955]
[paragraph, [614.0, 2974.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3027.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3079.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3132.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3184.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3237.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3289.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3342.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3394.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3447.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3499.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3552.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3604.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3657.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3709.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3762.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3814.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3867.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3919.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 3972.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 4024.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 4077.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 4129.5, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [614.0, 4182.0, 2958.0, 52.5], Zhy7JSUXuo, 5720955]
[paragraph, [592.0, 4315.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4367.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4420.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4472.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4525.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4577.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4630.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4682.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4735.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4787.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4840.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4892.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4945.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 4997.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 5050.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 5102.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 5155.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 5207.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 5260.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 5312.5, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
[paragraph, [592.0, 5365.0, 2995.0, 52.5], shoonya_0sDPGPCGIJ4OWX, 5720955]
