[2078, 1480]
[headline, [395.0, 120.0, 667.0, 67.5], lDp64ileZ9, 5654623]
[paragraph, [857.0, 1410.0, 500.0, 36.0], shoonya_6sAU9TSH9MZX7Q, 5654623]
[paragraph, [857.0, 1446.0, 500.0, 36.0], shoonya_6sAU9TSH9MZX7Q, 5654623]
[paragraph, [857.0, 1482.0, 500.0, 36.0], shoonya_6sAU9TSH9MZX7Q, 5654623]
[paragraph, [857.0, 1518.0, 500.0, 36.0], shoonya_6sAU9TSH9MZX7Q, 5654623]
[paragraph, [73.0, 1321.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1357.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1393.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1429.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1465.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1501.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1537.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1573.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1609.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1645.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [73.0, 1681.0, 513.0, 36.0], mHWOY0uXqi, 5654623]
[paragraph, [864.0, 1575.0, 493.0, 36.0], shoonya_9sO1QR6K6XD7GO, 5654623]
[paragraph, [864.0, 1611.0, 493.0, 36.0], shoonya_9sO1QR6K6XD7GO, 5654623]
[paragraph, [864.0, 1647.0, 493.0, 36.0], shoonya_9sO1QR6K6XD7GO, 5654623]
[paragraph, [864.0, 1683.0, 493.0, 36.0], shoonya_9sO1QR6K6XD7GO, 5654623]
[paragraph, [733.0, 1730.0, 648.0, 36.0], shoonya_17sXT82Y2VWY42, 5654623]
[paragraph, [733.0, 1766.0, 648.0, 36.0], shoonya_17sXT82Y2VWY42, 5654623]
[paragraph, [733.0, 1802.0, 648.0, 36.0], shoonya_17sXT82Y2VWY42, 5654623]
[paragraph, [733.0, 1838.0, 648.0, 36.0], shoonya_17sXT82Y2VWY42, 5654623]
[paragraph, [733.0, 1874.0, 648.0, 36.0], shoonya_17sXT82Y2VWY42, 5654623]
[paragraph, [733.0, 1910.0, 648.0, 36.0], shoonya_17sXT82Y2VWY42, 5654623]
[paragraph, [86.0, 1753.0, 640.0, 36.0], shoonya_15sW9XAP6O6385, 5654623]
[paragraph, [86.0, 1789.0, 640.0, 36.0], shoonya_15sW9XAP6O6385, 5654623]
[paragraph, [86.0, 1825.0, 640.0, 36.0], shoonya_15sW9XAP6O6385, 5654623]
[paragraph, [86.0, 1861.0, 640.0, 36.0], shoonya_15sW9XAP6O6385, 5654623]
[paragraph, [86.0, 1897.0, 640.0, 36.0], shoonya_15sW9XAP6O6385, 5654623]
[paragraph, [86.0, 1933.0, 640.0, 36.0], shoonya_15sW9XAP6O6385, 5654623]
[paragraph, [86.0, 1969.0, 640.0, 36.0], shoonya_15sW9XAP6O6385, 5654623]
[folio, [399.0, 2002.0, 703.0, 36.0], s-62nA6MOf, 5654623]
[folio, [399.0, 2038.0, 703.0, 36.0], s-62nA6MOf, 5654623]
