[872, 605]
[section-title, [254.0, 28.0, 113.0, 30.0], RrhmEV5raY, 6457207]
[reference, [303.0, 699.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
[reference, [303.0, 717.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
[reference, [303.0, 735.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
[reference, [303.0, 753.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
[reference, [303.0, 771.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
[reference, [303.0, 789.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
[paragraph, [35.0, 680.0, 270.0, 18.0], l0IpWajs0V, 6457207]
[paragraph, [35.0, 698.0, 270.0, 18.0], l0IpWajs0V, 6457207]
[paragraph, [35.0, 716.0, 270.0, 18.0], l0IpWajs0V, 6457207]
[reference, [40.0, 733.0, 261.0, 18.0], 86MRf3_kiW, 6457207]
[reference, [40.0, 751.0, 261.0, 18.0], 86MRf3_kiW, 6457207]
[reference, [40.0, 769.0, 261.0, 18.0], 86MRf3_kiW, 6457207]
[reference, [40.0, 787.0, 261.0, 18.0], 86MRf3_kiW, 6457207]
[reference, [40.0, 805.0, 261.0, 18.0], 86MRf3_kiW, 6457207]
[folio, [85.0, 815.0, 61.0, 18.0], dcXkfsVCYn, 6457207]
