[1275, 750]
[folio, [234.0, 86.0, 284.0, 18.0], XMEAeSXpvt, 5766984]
[paragraph, [70.0, 804.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 822.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 840.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 858.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 876.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 894.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 912.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 930.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 948.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 966.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 984.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1002.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1020.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1038.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1056.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1074.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1092.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1110.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1128.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1146.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
[paragraph, [70.0, 1164.0, 611.0, 18.0], shoonya_0sIQAL03M3WSMR, 5766984]
