[872, 605]
[folio, [396.0, 27.0, 154.0, 18.0], GKZigkwHsR, 6457573]
[reference, [305.0, 600.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 618.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 636.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 654.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 672.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 690.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 708.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 726.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 744.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 762.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 780.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 798.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 816.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
