[1267, 753]
[folio, [332.0, 69.0, 96.0, 18.0], y16fJNcdOq, 5699339]
[paragraph, [67.0, 499.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 517.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 535.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 553.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 571.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 589.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 607.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 625.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 643.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 661.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 679.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 697.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 715.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 733.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 751.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 769.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 787.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 805.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 823.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 841.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 859.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 877.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 895.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 913.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 931.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 949.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 967.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 985.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 1003.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 1021.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 1039.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[paragraph, [67.0, 1057.0, 609.0, 18.0], shoonya_0sV4EI7SLKJESZ, 5699339]
[footnote, [51.0, 1090.0, 634.0, 18.0], C8VoslW5Dr, 5699339]
[footnote, [51.0, 1108.0, 634.0, 18.0], C8VoslW5Dr, 5699339]
[footnote, [51.0, 1126.0, 634.0, 18.0], C8VoslW5Dr, 5699339]
[footnote, [51.0, 1144.0, 634.0, 18.0], C8VoslW5Dr, 5699339]
[footnote, [51.0, 1162.0, 634.0, 18.0], C8VoslW5Dr, 5699339]
