[2339, 1653]
[folio, [1192.0, 314.0, 295.0, 36.0], shoonya_3sIOQEIIX4NWKX, 5738396]
[paragraph, [920.0, 1144.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1180.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1216.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1252.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1288.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1324.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1360.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1396.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1432.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1468.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1504.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1540.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1576.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1612.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1648.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1684.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1720.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1756.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1792.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1828.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1864.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [920.0, 1900.0, 566.0, 36.0], shoonya_0s2SLQ9F90BFG7, 5738396]
[paragraph, [240.0, 400.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 436.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 472.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 508.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 544.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 580.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 616.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 652.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 688.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 724.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 760.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 796.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 832.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 868.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 904.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 940.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 976.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1012.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1048.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1084.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1120.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1156.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1192.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1228.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1264.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1300.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1336.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1372.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1408.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1444.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1480.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1516.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1552.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1588.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1624.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1660.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1696.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1732.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1768.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1804.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1840.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1876.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[paragraph, [240.0, 1912.0, 572.0, 36.0], shoonya_1sOUJMWHC89M14, 5738396]
[folio, [1369.0, 1986.0, 110.0, 36.0], shoonya_4sTFA5UD6JQD1S, 5738396]
