[720, 504]
[folio, [405.0, 87.0, 61.0, 18.0], 1sxxREOy8N, 5651919]
[paragraph, [264.0, 370.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 388.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 406.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 424.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 442.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 460.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 478.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 496.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 514.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 532.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 550.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 568.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 586.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[paragraph, [264.0, 604.0, 209.0, 18.0], shoonya_1sTXCIP7GTK6DJ, 5651919]
[footnote, [209.0, 681.0, 85.0, 18.0], a3U-P3XZkt, 5651919]
