[1388, 886]
[folio, [402.0, 65.0, 124.0, 18.0], VjeG96eTrX, 5742671]
[paragraph, [450.0, 933.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 951.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 969.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 987.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1005.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1023.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1041.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1059.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1077.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1095.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1113.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1131.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1149.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1167.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1185.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1203.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1221.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1239.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1257.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1275.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 1293.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [38.0, 124.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 142.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 160.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 178.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 196.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 214.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 232.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 250.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 268.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 286.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 304.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 322.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [38.0, 340.0, 405.0, 18.0], MI-UQi1Iwb, 5742671]
[paragraph, [42.0, 375.0, 397.0, 18.0], 5Tq7o43Qsd, 5742671]
[paragraph, [42.0, 393.0, 397.0, 18.0], 5Tq7o43Qsd, 5742671]
[paragraph, [42.0, 411.0, 397.0, 18.0], 5Tq7o43Qsd, 5742671]
[paragraph, [42.0, 429.0, 397.0, 18.0], 5Tq7o43Qsd, 5742671]
[paragraph, [42.0, 447.0, 397.0, 18.0], 5Tq7o43Qsd, 5742671]
[paragraph, [42.0, 465.0, 397.0, 18.0], 5Tq7o43Qsd, 5742671]
[paragraph, [42.0, 492.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 510.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 528.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 546.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 564.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 582.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 600.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 618.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [42.0, 636.0, 396.0, 18.0], 6O9Id573JW, 5742671]
[paragraph, [41.0, 672.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 690.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 708.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 726.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 744.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 762.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 780.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 798.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 816.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 834.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 852.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 870.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 888.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 906.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 924.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [41.0, 942.0, 395.0, 18.0], shoonya_1sEAQTSVCT5IX8, 5742671]
[paragraph, [37.0, 970.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 988.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1006.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1024.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1042.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1060.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1078.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1096.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1114.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1132.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1150.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1168.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [37.0, 1186.0, 398.0, 18.0], eByH39zLIU, 5742671]
[paragraph, [39.0, 1212.0, 393.0, 18.0], KNhKk7PcZU, 5742671]
[paragraph, [39.0, 1230.0, 393.0, 18.0], KNhKk7PcZU, 5742671]
[paragraph, [39.0, 1248.0, 393.0, 18.0], KNhKk7PcZU, 5742671]
[paragraph, [39.0, 1266.0, 393.0, 18.0], KNhKk7PcZU, 5742671]
[paragraph, [39.0, 1284.0, 393.0, 18.0], KNhKk7PcZU, 5742671]
[footnote, [563.0, 1348.0, 272.0, 18.0], 02T4I1BcPi, 5742671]
