[612, 792]
[paragraph, [493.0, 51.0, 201.0, 18.0], 36yaNb0Boj, 6462298]
[sub-ordered-list, [54.0, 265.0, 300.0, 18.0], 7wg3FM7mTF, 6462298]
[sub-ordered-list, [54.0, 283.0, 300.0, 18.0], 7wg3FM7mTF, 6462298]
[sub-ordered-list, [54.0, 301.0, 300.0, 18.0], 7wg3FM7mTF, 6462298]
[sub-ordered-list, [455.0, 267.0, 293.0, 18.0], G9kYda1TNn, 6462298]
[sub-ordered-list, [455.0, 285.0, 293.0, 18.0], G9kYda1TNn, 6462298]
[sub-ordered-list, [455.0, 303.0, 293.0, 18.0], G9kYda1TNn, 6462298]
[sub-ordered-list, [455.0, 321.0, 293.0, 18.0], G9kYda1TNn, 6462298]
[ordered-list, [432.0, 396.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 414.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 432.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 450.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 468.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 486.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 504.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 522.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[ordered-list, [432.0, 540.0, 322.0, 18.0], xLhJlU4atx, 6462298]
[sub-ordered-list, [453.0, 410.0, 301.0, 18.0], TvlBlIQGoZ, 6462298]
[sub-ordered-list, [453.0, 428.0, 301.0, 18.0], TvlBlIQGoZ, 6462298]
[ordered-list, [35.0, 428.0, 325.0, 18.0], Y_68QrGa5x, 6462298]
[ordered-list, [35.0, 446.0, 325.0, 18.0], Y_68QrGa5x, 6462298]
[ordered-list, [35.0, 464.0, 325.0, 18.0], Y_68QrGa5x, 6462298]
[ordered-list, [35.0, 482.0, 325.0, 18.0], Y_68QrGa5x, 6462298]
[ordered-list, [35.0, 500.0, 325.0, 18.0], Y_68QrGa5x, 6462298]
[ordered-list, [35.0, 518.0, 325.0, 18.0], Y_68QrGa5x, 6462298]
[sub-ordered-list, [57.0, 442.0, 300.0, 18.0], zQDwPZrFe4, 6462298]
[sub-ordered-list, [57.0, 460.0, 300.0, 18.0], zQDwPZrFe4, 6462298]
[sub-ordered-list, [57.0, 478.0, 300.0, 18.0], zQDwPZrFe4, 6462298]
[sub-ordered-list, [455.0, 467.0, 295.0, 18.0], CG2T_X3cFG, 6462298]
[sub-ordered-list, [455.0, 485.0, 295.0, 18.0], CG2T_X3cFG, 6462298]
[sub-ordered-list, [455.0, 503.0, 295.0, 18.0], CG2T_X3cFG, 6462298]
[sub-ordered-list, [455.0, 521.0, 295.0, 18.0], CG2T_X3cFG, 6462298]
