[1818, 1374]
[folio, [643.0, 111.0, 88.0, 36.0], shoonya_0sW5YTGN0Y48G4, 5682767]
[paragraph, [696.0, 435.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 471.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 507.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 543.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 579.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 615.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 651.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 687.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 723.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 759.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 795.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 831.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 867.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 903.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 939.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 975.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1011.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1047.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1083.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1119.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1155.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1191.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1227.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1263.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1299.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1335.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1371.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1407.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1443.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1479.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1515.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1551.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1587.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1623.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
[paragraph, [696.0, 1659.0, 567.0, 36.0], TZa_Xfw3Tt, 5682767]
