[792, 612]
[folio, [488.0, 34.0, 59.0, 18.0], shoonya_3sRFQTYME073R9, 6514627]
[paragraph, [56.0, 452.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 470.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 488.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 506.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 524.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 542.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 560.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 578.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [56.0, 596.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
[paragraph, [391.0, 472.0, 166.0, 18.0], shoonya_11sJDR3NYEX89D, 6514627]
[paragraph, [391.0, 490.0, 166.0, 18.0], shoonya_11sJDR3NYEX89D, 6514627]
[paragraph, [391.0, 508.0, 166.0, 18.0], shoonya_11sJDR3NYEX89D, 6514627]
[paragraph, [391.0, 526.0, 166.0, 18.0], shoonya_11sJDR3NYEX89D, 6514627]
[paragraph, [391.0, 544.0, 166.0, 18.0], shoonya_11sJDR3NYEX89D, 6514627]
[paragraph, [391.0, 562.0, 166.0, 18.0], shoonya_11sJDR3NYEX89D, 6514627]
[paragraph, [224.0, 519.0, 164.0, 18.0], shoonya_13sBO1GQB89ISG, 6514627]
[paragraph, [224.0, 537.0, 164.0, 18.0], shoonya_13sBO1GQB89ISG, 6514627]
[paragraph, [224.0, 555.0, 164.0, 18.0], shoonya_13sBO1GQB89ISG, 6514627]
[paragraph, [224.0, 573.0, 164.0, 18.0], shoonya_13sBO1GQB89ISG, 6514627]
[paragraph, [393.0, 592.0, 165.0, 18.0], shoonya_4sX2FATF7W2LNR, 6514627]
[paragraph, [393.0, 610.0, 165.0, 18.0], shoonya_4sX2FATF7W2LNR, 6514627]
[paragraph, [393.0, 628.0, 165.0, 18.0], shoonya_4sX2FATF7W2LNR, 6514627]
[sidebar, [223.0, 612.0, 164.0, 18.0], shoonya_6s439NI1FTEBW0, 6514627]
[sidebar, [223.0, 630.0, 164.0, 18.0], shoonya_6s439NI1FTEBW0, 6514627]
[sidebar, [223.0, 648.0, 164.0, 18.0], shoonya_6s439NI1FTEBW0, 6514627]
[sidebar, [223.0, 666.0, 164.0, 18.0], shoonya_6s439NI1FTEBW0, 6514627]
[sidebar, [223.0, 684.0, 164.0, 18.0], shoonya_6s439NI1FTEBW0, 6514627]
[sidebar, [223.0, 702.0, 164.0, 18.0], shoonya_6s439NI1FTEBW0, 6514627]
[paragraph, [57.0, 627.0, 162.0, 18.0], shoonya_16sHOV5OIV5X26, 6514627]
[paragraph, [57.0, 645.0, 162.0, 18.0], shoonya_16sHOV5OIV5X26, 6514627]
[paragraph, [57.0, 663.0, 162.0, 18.0], shoonya_16sHOV5OIV5X26, 6514627]
[paragraph, [57.0, 681.0, 162.0, 18.0], shoonya_16sHOV5OIV5X26, 6514627]
[paragraph, [392.0, 663.0, 166.0, 18.0], ERe1TQOFQl, 6514627]
[paragraph, [392.0, 681.0, 166.0, 18.0], ERe1TQOFQl, 6514627]
[paragraph, [392.0, 699.0, 166.0, 18.0], ERe1TQOFQl, 6514627]
[paragraph, [392.0, 717.0, 166.0, 18.0], ERe1TQOFQl, 6514627]
[paragraph, [56.0, 710.0, 162.0, 18.0], shoonya_17sABOHRNXHWO2, 6514627]
[paragraph, [56.0, 728.0, 162.0, 18.0], shoonya_17sABOHRNXHWO2, 6514627]
