[1365, 833]
[folio, [103.0, 58.0, 120.0, 18.0], xJof6_BhdW, 5781621]
[ordered-list, [102.0, 671.0, 646.0, 18.0], shoonya_8sSI68VC1UDX2Z, 5781621]
[ordered-list, [83.0, 713.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 731.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 749.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 767.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 785.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 803.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 821.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 839.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 857.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 875.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 893.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 911.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 929.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 947.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 965.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 983.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1001.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1019.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1037.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1055.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1073.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1091.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1109.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1127.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1145.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1163.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1181.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1199.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[ordered-list, [83.0, 1217.0, 671.0, 18.0], shoonya_0sJUQB3TW2XOLG, 5781621]
[sub-ordered-list, [100.0, 753.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 771.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 789.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 807.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 825.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 843.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 861.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 879.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 897.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 915.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 933.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 951.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 969.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 987.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1005.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1023.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1041.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1059.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1077.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1095.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1113.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1131.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1149.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1167.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1185.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[sub-ordered-list, [100.0, 1203.0, 652.0, 18.0], WXOCtz6bls, 5781621]
[subsub-ordered-list, [102.0, 1000.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1018.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1036.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1054.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1072.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1090.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1108.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1126.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1144.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1162.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1180.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
[subsub-ordered-list, [102.0, 1198.0, 642.0, 18.0], ui2uOgM7Fv, 5781621]
