[2339, 1653]
[folio, [1267.0, 338.0, 148.0, 36.0], q0ZwZkxYbK, 5736151]
[paragraph, [835.0, 982.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1018.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1054.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1090.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1126.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1162.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1198.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1234.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1270.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1306.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1342.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1378.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1414.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1450.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1486.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[paragraph, [835.0, 1522.0, 580.0, 36.0], shoonya_0sT6MTPELGKRK7, 5736151]
[sidebar, [64.0, 939.0, 130.0, 36.0], shoonya_10sJJVJSMR9MMG, 5736151]
[paragraph, [235.0, 1147.0, 582.0, 36.0], shoonya_8s7K8FN3K3IN3L, 5736151]
[paragraph, [235.0, 1183.0, 582.0, 36.0], shoonya_8s7K8FN3K3IN3L, 5736151]
[author, [548.0, 1238.0, 266.0, 36.0], yVgvrNtN6z, 5736151]
[paragraph, [227.0, 1370.0, 288.0, 36.0], vnX4GJU9WC, 5736151]
[paragraph, [227.0, 1406.0, 288.0, 36.0], vnX4GJU9WC, 5736151]
[paragraph, [487.0, 1500.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1536.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1572.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1608.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1644.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1680.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1716.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1752.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [487.0, 1788.0, 328.0, 36.0], shoonya_5sPLNNVHMZIP6D, 5736151]
[paragraph, [835.0, 1590.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1626.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1662.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1698.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1734.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1770.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1806.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1842.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [835.0, 1878.0, 581.0, 36.0], shoonya_1s8NIAVWKGUPMI, 5736151]
[paragraph, [229.0, 1857.0, 592.0, 36.0], t5Le_biTyB, 5736151]
[paragraph, [229.0, 1893.0, 592.0, 36.0], t5Le_biTyB, 5736151]
[folio, [1182.0, 1967.0, 231.0, 36.0], shoonya_9sG4GOUSFMPNA8, 5736151]
