[1238, 765]
[headline, [343.0, 74.0, 131.0, 25.5], CvtXImgMm4, 5769787]
[paragraph, [71.0, 945.0, 310.0, 18.0], 42s2CFodQH, 5769787]
[paragraph, [71.0, 963.0, 310.0, 18.0], 42s2CFodQH, 5769787]
[paragraph, [71.0, 981.0, 310.0, 18.0], 42s2CFodQH, 5769787]
[paragraph, [71.0, 999.0, 310.0, 18.0], 42s2CFodQH, 5769787]
[paragraph, [71.0, 1017.0, 310.0, 18.0], 42s2CFodQH, 5769787]
[paragraph, [384.0, 939.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 957.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 975.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 993.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1011.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1029.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1047.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1065.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1083.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1101.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1119.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [384.0, 1137.0, 307.0, 18.0], adT6BlUE-b, 5769787]
[paragraph, [70.0, 1035.0, 309.0, 18.0], 0645iM9348, 5769787]
[paragraph, [70.0, 1053.0, 309.0, 18.0], 0645iM9348, 5769787]
[paragraph, [70.0, 1071.0, 309.0, 18.0], 0645iM9348, 5769787]
[paragraph, [70.0, 1089.0, 309.0, 18.0], 0645iM9348, 5769787]
[paragraph, [70.0, 1107.0, 309.0, 18.0], 0645iM9348, 5769787]
[paragraph, [70.0, 1125.0, 309.0, 18.0], 0645iM9348, 5769787]
[paragraph, [70.0, 1143.0, 309.0, 18.0], 0645iM9348, 5769787]
