[2339, 1656]
[paragraph, [87.0, 59.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [827.0, 1670.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
[paragraph, [827.0, 1706.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
[paragraph, [827.0, 1742.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
[paragraph, [827.0, 1778.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
[paragraph, [827.0, 1814.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
[paragraph, [827.0, 1850.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
[paragraph, [827.0, 1886.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
[paragraph, [826.0, 1956.0, 707.0, 36.0], shoonya_10s5YRAAAF1BOZ, 5749381]
[paragraph, [826.0, 1992.0, 707.0, 36.0], shoonya_10s5YRAAAF1BOZ, 5749381]
[paragraph, [162.0, 2008.0, 630.0, 36.0], shoonya_6sIQCRERTKQJV6, 5749381]
