[1818, 1374]
[folio, [480.0, 239.0, 416.0, 36.0], shoonya_1sC2XWE7258T5V, 5682517]
[paragraph, [688.0, 1207.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1243.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1279.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1315.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1351.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1387.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1423.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1459.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1495.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1531.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1567.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1603.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1639.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1675.0, 585.0, 36.0], HUVBouCh4j, 5682517]
