[792, 612]
[headline, [25.0, 57.0, 164.0, 25.5], shoonya_14sAGB3DO8LSZ8, 6514178]
[contact-info, [22.0, 585.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[paragraph, [393.0, 472.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 490.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 508.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 526.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 544.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 562.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 580.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 598.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [393.0, 616.0, 161.0, 18.0], NeM-bDA4v8, 6514178]
[paragraph, [224.0, 591.0, 163.0, 18.0], Hb8L0wwDax, 6514178]
[paragraph, [224.0, 609.0, 163.0, 18.0], Hb8L0wwDax, 6514178]
[paragraph, [224.0, 627.0, 163.0, 18.0], Hb8L0wwDax, 6514178]
[paragraph, [224.0, 645.0, 163.0, 18.0], Hb8L0wwDax, 6514178]
[paragraph, [224.0, 663.0, 163.0, 18.0], Hb8L0wwDax, 6514178]
[sidebar, [27.0, 620.0, 160.0, 18.0], 1ww_mCs6G8, 6514178]
[sidebar, [27.0, 638.0, 160.0, 18.0], 1ww_mCs6G8, 6514178]
[sidebar, [27.0, 656.0, 160.0, 18.0], 1ww_mCs6G8, 6514178]
[sidebar, [27.0, 674.0, 160.0, 18.0], 1ww_mCs6G8, 6514178]
[sidebar, [27.0, 692.0, 160.0, 18.0], 1ww_mCs6G8, 6514178]
[sidebar, [27.0, 710.0, 160.0, 18.0], 1ww_mCs6G8, 6514178]
[contact-info, [416.0, 641.0, 138.0, 18.0], JKybvtoevZ, 6514178]
[contact-info, [416.0, 659.0, 138.0, 18.0], JKybvtoevZ, 6514178]
