[1763, 1275]
[author, [20.0, 50.0, 205.0, 36.0], -oIUZAjIRj, 5712500]
[ordered-list, [229.0, 875.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 911.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 947.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 983.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1019.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1055.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1091.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1127.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1163.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1199.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1235.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1271.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1307.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1343.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1379.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1415.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1451.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1487.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1523.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1559.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1595.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [229.0, 1631.0, 514.0, 36.0], shoonya_5sP5VS2GU14KVM, 5712500]
[ordered-list, [744.0, 229.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 265.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 301.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 337.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 373.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 409.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 445.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 481.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 517.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 553.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 589.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 625.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 661.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 697.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 733.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 769.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 805.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 841.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 877.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 913.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 949.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 985.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1021.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1057.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1093.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1129.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1165.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1201.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1237.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1273.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1309.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1345.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1381.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1417.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1453.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1489.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1525.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1561.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1597.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[ordered-list, [744.0, 1633.0, 510.0, 36.0], vVl5vQCOGK, 5712500]
[figure-caption, [25.0, 1385.0, 165.0, 36.0], gYo77CBhQr, 5712500]
[figure-caption, [25.0, 1421.0, 165.0, 36.0], gYo77CBhQr, 5712500]
[figure-caption, [25.0, 1457.0, 165.0, 36.0], gYo77CBhQr, 5712500]
[figure-caption, [25.0, 1493.0, 165.0, 36.0], gYo77CBhQr, 5712500]
[figure-caption, [25.0, 1529.0, 165.0, 36.0], gYo77CBhQr, 5712500]
[figure-caption, [25.0, 1565.0, 165.0, 36.0], gYo77CBhQr, 5712500]
[figure-caption, [25.0, 1601.0, 165.0, 36.0], gYo77CBhQr, 5712500]
[folio, [28.0, 1678.0, 120.0, 36.0], cQ5YO9Yyc8, 5712500]
