[2200, 1680]
[paragraph, [51.0, 165.0, 748.0, 36.0], shoonya_0s0SJVLPFSAIRH, 5654135]
[paragraph, [821.0, 1094.0, 729.0, 36.0], shoonya_3sW8NWAMOBFL0L, 5654135]
[paragraph, [821.0, 1130.0, 729.0, 36.0], shoonya_3sW8NWAMOBFL0L, 5654135]
[paragraph, [821.0, 1166.0, 729.0, 36.0], shoonya_3sW8NWAMOBFL0L, 5654135]
[author, [639.0, 1023.0, 153.0, 36.0], cSHeQ7LxmV, 5654135]
[author, [639.0, 1059.0, 153.0, 36.0], cSHeQ7LxmV, 5654135]
[paragraph, [824.0, 1219.0, 714.0, 36.0], shoonya_7s9KECN38ANY1R, 5654135]
[paragraph, [824.0, 1255.0, 714.0, 36.0], shoonya_7s9KECN38ANY1R, 5654135]
[section-title, [123.0, 1247.0, 595.0, 52.5], shoonya_13sODE5JCZEZDC, 5654135]
[paragraph, [824.0, 1300.0, 729.0, 36.0], shoonya_11sN4KKMXN0GQZ, 5654135]
[paragraph, [824.0, 1336.0, 729.0, 36.0], shoonya_11sN4KKMXN0GQZ, 5654135]
[paragraph, [824.0, 1372.0, 729.0, 36.0], shoonya_11sN4KKMXN0GQZ, 5654135]
[paragraph, [824.0, 1408.0, 729.0, 36.0], shoonya_11sN4KKMXN0GQZ, 5654135]
[contact-info, [667.0, 1331.0, 119.0, 36.0], shoonya_14s2KTMGBNNYIU, 5654135]
[paragraph, [58.0, 1422.0, 126.0, 36.0], shoonya_9s2YYDD7WGC6UW, 5654135]
[paragraph, [53.0, 1458.0, 741.0, 36.0], shoonya_5sLFNH1KJTK2VV, 5654135]
[paragraph, [53.0, 1494.0, 741.0, 36.0], shoonya_5sLFNH1KJTK2VV, 5654135]
[paragraph, [53.0, 1530.0, 741.0, 36.0], shoonya_5sLFNH1KJTK2VV, 5654135]
[paragraph, [53.0, 1566.0, 741.0, 36.0], shoonya_5sLFNH1KJTK2VV, 5654135]
[paragraph, [53.0, 1602.0, 741.0, 36.0], shoonya_5sLFNH1KJTK2VV, 5654135]
[paragraph, [823.0, 1508.0, 720.0, 36.0], shoonya_15sAJ48BIPMXR3, 5654135]
[paragraph, [823.0, 1544.0, 720.0, 36.0], shoonya_15sAJ48BIPMXR3, 5654135]
[paragraph, [42.0, 1645.0, 752.0, 36.0], shoonya_6sG6ACRD62HVVV, 5654135]
[paragraph, [42.0, 1681.0, 752.0, 36.0], shoonya_6sG6ACRD62HVVV, 5654135]
[paragraph, [42.0, 1717.0, 752.0, 36.0], shoonya_6sG6ACRD62HVVV, 5654135]
[paragraph, [42.0, 1753.0, 752.0, 36.0], shoonya_6sG6ACRD62HVVV, 5654135]
[paragraph, [42.0, 1789.0, 752.0, 36.0], shoonya_6sG6ACRD62HVVV, 5654135]
[section-title, [813.0, 1738.0, 740.0, 52.5], cYpS6MRvkf, 5654135]
[paragraph, [61.0, 1826.0, 728.0, 36.0], shoonya_12s8YROPVD8NE0, 5654135]
[paragraph, [61.0, 1862.0, 728.0, 36.0], shoonya_12s8YROPVD8NE0, 5654135]
[paragraph, [813.0, 1863.0, 755.0, 36.0], shoonya_21s7DPXZZ6MGAH, 5654135]
[paragraph, [813.0, 1899.0, 755.0, 36.0], shoonya_21s7DPXZZ6MGAH, 5654135]
[paragraph, [813.0, 1935.0, 755.0, 36.0], shoonya_21s7DPXZZ6MGAH, 5654135]
[paragraph, [813.0, 1971.0, 755.0, 36.0], shoonya_21s7DPXZZ6MGAH, 5654135]
[paragraph, [813.0, 2007.0, 755.0, 36.0], shoonya_21s7DPXZZ6MGAH, 5654135]
[paragraph, [53.0, 1894.0, 745.0, 36.0], shoonya_8sMHLD8DGPF2AV, 5654135]
[paragraph, [53.0, 1930.0, 745.0, 36.0], shoonya_8sMHLD8DGPF2AV, 5654135]
[paragraph, [53.0, 1966.0, 745.0, 36.0], shoonya_8sMHLD8DGPF2AV, 5654135]
[paragraph, [53.0, 2002.0, 745.0, 36.0], shoonya_8sMHLD8DGPF2AV, 5654135]
[folio, [708.0, 2063.0, 201.0, 36.0], ntsdwK92pa, 5654135]
