[2067, 1567]
[folio, [1240.0, 197.0, 131.0, 36.0], D0ySB7lUvZ, 5735499]
[paragraph, [792.0, 944.0, 578.0, 36.0], shoonya_3sPQMKWAPBF5LC, 5735499]
[paragraph, [792.0, 980.0, 578.0, 36.0], shoonya_3sPQMKWAPBF5LC, 5735499]
[paragraph, [792.0, 1016.0, 578.0, 36.0], shoonya_3sPQMKWAPBF5LC, 5735499]
[paragraph, [792.0, 1052.0, 578.0, 36.0], shoonya_3sPQMKWAPBF5LC, 5735499]
[paragraph, [792.0, 1088.0, 578.0, 36.0], shoonya_3sPQMKWAPBF5LC, 5735499]
[paragraph, [791.0, 1138.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1174.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1210.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1246.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1282.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1318.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1354.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1390.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1426.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1462.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1498.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [791.0, 1534.0, 581.0, 36.0], shoonya_1s6ND0E52VEFYZ, 5735499]
[paragraph, [192.0, 1273.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1309.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1345.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1381.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1417.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1453.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1489.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1525.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [192.0, 1561.0, 582.0, 36.0], shoonya_4sA51DX4ADXNYX, 5735499]
[paragraph, [790.0, 1584.0, 580.0, 36.0], shoonya_8s5TIG36HTWFFS, 5735499]
[paragraph, [790.0, 1620.0, 580.0, 36.0], shoonya_8s5TIG36HTWFFS, 5735499]
[paragraph, [790.0, 1656.0, 580.0, 36.0], shoonya_8s5TIG36HTWFFS, 5735499]
[author, [569.0, 1622.0, 203.0, 36.0], shoonya_11sSW0B5YJ64HO, 5735499]
[ordered-list, [194.0, 1719.0, 580.0, 36.0], shoonya_17sFH8X4FCJ6L2, 5735499]
[ordered-list, [194.0, 1755.0, 580.0, 36.0], shoonya_17sFH8X4FCJ6L2, 5735499]
[paragraph, [788.0, 1719.0, 586.0, 36.0], shoonya_12s3JAQOYKL1K8, 5735499]
[paragraph, [788.0, 1755.0, 586.0, 36.0], shoonya_12s3JAQOYKL1K8, 5735499]
[folio, [1140.0, 1822.0, 230.0, 36.0], shoonya_15sC7UW7JZLL03, 5735499]
