[1468, 909]
[headline, [105.0, 74.0, 699.0, 25.5], shoonya_0s75XGA3WY1ZR9, 5769914]
[paragraph, [72.0, 350.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 368.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 386.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 404.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 422.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 440.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 458.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 476.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 494.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 512.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 530.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 548.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 566.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 584.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 602.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 620.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 638.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 656.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 674.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 692.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 710.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 728.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 746.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 764.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 782.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 800.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 818.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 836.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 854.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 872.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 890.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 908.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 926.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 944.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 962.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 980.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 998.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 1016.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 1034.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 1052.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 1070.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 1088.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 1106.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 1124.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [456.0, 1009.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1027.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1045.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1063.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1081.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1099.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1117.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1135.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1153.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [456.0, 1171.0, 374.0, 18.0], lzoLQBbvfr, 5769914]
[paragraph, [73.0, 1139.0, 377.0, 18.0], oE4wzYMlsU, 5769914]
[paragraph, [73.0, 1157.0, 377.0, 18.0], oE4wzYMlsU, 5769914]
[paragraph, [73.0, 1175.0, 377.0, 18.0], oE4wzYMlsU, 5769914]
[footnote, [113.0, 1208.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1226.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1244.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1262.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1280.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1298.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1316.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1334.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1352.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
[footnote, [113.0, 1370.0, 701.0, 18.0], G4yXHN-q9e, 5769914]
