[872, 605]
[folio, [37.0, 34.0, 80.0, 18.0], 8sbjdPtHYw, 6456678]
[paragraph, [302.0, 393.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 411.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 429.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 447.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 465.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 483.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 501.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 519.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 537.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 555.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 573.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 591.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 609.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 627.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 645.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 663.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 681.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 699.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [302.0, 717.0, 264.0, 18.0], aQk3rzbnbN, 6456678]
[paragraph, [39.0, 408.0, 263.0, 18.0], vboETx7P0A, 6456678]
[paragraph, [39.0, 426.0, 263.0, 18.0], vboETx7P0A, 6456678]
[paragraph, [35.0, 442.0, 266.0, 18.0], tF8R_UphSj, 6456678]
[paragraph, [35.0, 460.0, 266.0, 18.0], tF8R_UphSj, 6456678]
[paragraph, [35.0, 478.0, 266.0, 18.0], tF8R_UphSj, 6456678]
[paragraph, [35.0, 496.0, 266.0, 18.0], tF8R_UphSj, 6456678]
[paragraph, [35.0, 514.0, 266.0, 18.0], tF8R_UphSj, 6456678]
[paragraph, [34.0, 532.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 550.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 568.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 586.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 604.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 622.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 640.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 658.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[paragraph, [34.0, 676.0, 268.0, 18.0], uEHUtfq4J1, 6456678]
[reference, [41.0, 696.0, 262.0, 18.0], AIPfewr88Z, 6456678]
[reference, [41.0, 714.0, 262.0, 18.0], AIPfewr88Z, 6456678]
[reference, [41.0, 732.0, 262.0, 18.0], AIPfewr88Z, 6456678]
[reference, [41.0, 750.0, 262.0, 18.0], AIPfewr88Z, 6456678]
[reference, [41.0, 768.0, 262.0, 18.0], AIPfewr88Z, 6456678]
[reference, [41.0, 786.0, 262.0, 18.0], AIPfewr88Z, 6456678]
[reference, [41.0, 804.0, 262.0, 18.0], AIPfewr88Z, 6456678]
[paragraph, [307.0, 748.0, 257.0, 18.0], 7M4pDNLqdk, 6456678]
[paragraph, [307.0, 766.0, 257.0, 18.0], 7M4pDNLqdk, 6456678]
[paragraph, [307.0, 784.0, 257.0, 18.0], 7M4pDNLqdk, 6456678]
[reference, [323.0, 804.0, 186.0, 18.0], YI2Is4BZdU, 6456678]
[folio, [85.0, 813.0, 53.0, 18.0], gwBf5WWUBq, 6456678]
