[1518, 1075]
[folio, [547.0, 110.0, 86.0, 36.0], shoonya_6s1NL79EY6PNKA, 5722664]
[paragraph, [116.0, 834.0, 424.0, 36.0], shoonya_1sBCDH2QJSK1ZP, 5722664]
[paragraph, [116.0, 870.0, 424.0, 36.0], shoonya_1sBCDH2QJSK1ZP, 5722664]
[paragraph, [116.0, 906.0, 424.0, 36.0], shoonya_1sBCDH2QJSK1ZP, 5722664]
[paragraph, [557.0, 441.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 477.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 513.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 549.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 585.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 621.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 657.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 693.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 729.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 765.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 801.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 837.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 873.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 909.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 945.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 981.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 1017.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 1053.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 1089.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 1125.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 1161.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 1197.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [557.0, 1233.0, 427.0, 36.0], shoonya_2s9HE630R1X5YE, 5722664]
[paragraph, [114.0, 956.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 992.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1028.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1064.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1100.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1136.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1172.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1208.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1244.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[paragraph, [114.0, 1280.0, 426.0, 36.0], shoonya_0sKZXUEM4D0OER, 5722664]
[folio, [191.0, 1387.0, 423.0, 36.0], shoonya_7sIJH6V0EACU72, 5722664]
