[1387, 987]
[paragraph, [77.0, 86.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [57.0, 1022.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [27.0, 1045.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1063.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1081.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1099.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1117.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1135.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1153.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1171.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1189.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1207.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1225.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1243.0, 876.0, 18.0], n8ptBGubCg, 5652079]
[paragraph, [27.0, 1261.0, 876.0, 18.0], n8ptBGubCg, 5652079]
