[2339, 1653]
[paragraph, [327.0, 163.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [325.0, 1755.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1791.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1827.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1863.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1899.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1935.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1971.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 2007.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 2043.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[folio, [1269.0, 2154.0, 130.0, 36.0], ODt4FpeQcd, 5733954]
