[1818, 1374]
[folio, [483.0, 118.0, 409.0, 36.0], shoonya_1s9CB4G1HIETEE, 5682331]
[paragraph, [109.0, 1280.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1316.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1352.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1388.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1424.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1460.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1496.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1532.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1568.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
[paragraph, [109.0, 1604.0, 571.0, 36.0], YaZ0N9aIPO, 5682331]
