[1818, 1374]
[folio, [513.0, 162.0, 359.0, 36.0], UvPNKLCwMK, 5682222]
[paragraph, [696.0, 1537.0, 572.0, 36.0], shoonya_2sIRQ51UN8C0M3, 5682222]
[paragraph, [696.0, 1573.0, 572.0, 36.0], shoonya_2sIRQ51UN8C0M3, 5682222]
[paragraph, [696.0, 1609.0, 572.0, 36.0], shoonya_2sIRQ51UN8C0M3, 5682222]
[paragraph, [696.0, 1645.0, 572.0, 36.0], shoonya_2sIRQ51UN8C0M3, 5682222]
[paragraph, [696.0, 1681.0, 572.0, 36.0], shoonya_2sIRQ51UN8C0M3, 5682222]
[paragraph, [177.0, 244.0, 463.0, 36.0], shoonya_9sJIZ8YZG5D9SO, 5682222]
[paragraph, [176.0, 329.0, 264.0, 36.0], shoonya_7s3TP9IAN8XIVC, 5682222]
[paragraph, [176.0, 369.0, 188.0, 36.0], shoonya_4sALOCHT0SBWHZ, 5682222]
[paragraph, [176.0, 411.0, 271.0, 36.0], shoonya_6sUP1J60EDHBZW, 5682222]
[paragraph, [174.0, 453.0, 265.0, 36.0], shoonya_5sDRCO70ATYH2C, 5682222]
[paragraph, [111.0, 494.0, 570.0, 36.0], shoonya_3sCOD7Y14IYET0, 5682222]
[paragraph, [111.0, 530.0, 570.0, 36.0], shoonya_3sCOD7Y14IYET0, 5682222]
[paragraph, [111.0, 566.0, 570.0, 36.0], shoonya_3sCOD7Y14IYET0, 5682222]
[paragraph, [111.0, 602.0, 570.0, 36.0], shoonya_3sCOD7Y14IYET0, 5682222]
[paragraph, [111.0, 638.0, 570.0, 36.0], shoonya_3sCOD7Y14IYET0, 5682222]
[paragraph, [106.0, 702.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 738.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 774.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 810.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 846.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 882.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 918.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 954.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 990.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1026.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1062.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1098.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1134.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1170.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1206.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1242.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1278.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1314.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1350.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [106.0, 1386.0, 572.0, 36.0], shoonya_0sS7KBC5T1JWQA, 5682222]
[paragraph, [105.0, 1437.0, 571.0, 36.0], shoonya_1sLMN6PRIFLTUC, 5682222]
[paragraph, [105.0, 1473.0, 571.0, 36.0], shoonya_1sLMN6PRIFLTUC, 5682222]
[paragraph, [105.0, 1509.0, 571.0, 36.0], shoonya_1sLMN6PRIFLTUC, 5682222]
[paragraph, [105.0, 1545.0, 571.0, 36.0], shoonya_1sLMN6PRIFLTUC, 5682222]
[paragraph, [105.0, 1581.0, 571.0, 36.0], shoonya_1sLMN6PRIFLTUC, 5682222]
[paragraph, [105.0, 1617.0, 571.0, 36.0], shoonya_1sLMN6PRIFLTUC, 5682222]
[paragraph, [105.0, 1653.0, 571.0, 36.0], shoonya_1sLMN6PRIFLTUC, 5682222]
