[1320, 1176]
[folio, [91.0, 59.0, 147.0, 18.0], shoonya_0s6TC98FOPBSQ2, 5694092]
[paragraph, [764.0, 262.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 280.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 298.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 316.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 334.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 352.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 370.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 388.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [764.0, 406.0, 314.0, 18.0], GTRoa2vBMN, 5694092]
[paragraph, [428.0, 364.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 382.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 400.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 418.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 436.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 454.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 472.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 490.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 508.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 526.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 544.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 562.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 580.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 598.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 616.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 634.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 652.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 670.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [428.0, 688.0, 315.0, 18.0], z3_RwSknvD, 5694092]
[paragraph, [766.0, 446.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 464.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 482.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 500.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 518.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 536.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 554.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 572.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 590.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 608.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 626.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 644.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 662.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 680.0, 312.0, 18.0], dBJIbycbvq, 5694092]
[paragraph, [766.0, 698.0, 312.0, 18.0], dBJIbycbvq, 5694092]
