[1755, 1240]
[headline, [258.0, 237.0, 728.0, 37.5], shoonya_8sKU36EHXJ3SVI, 6471990]
[sidebar, [815.0, 1431.0, 364.0, 36.0], shoonya_3s9OS04OKYRRHU, 6471990]
[sidebar, [815.0, 1467.0, 364.0, 36.0], shoonya_3s9OS04OKYRRHU, 6471990]
[sidebar, [815.0, 1503.0, 364.0, 36.0], shoonya_3s9OS04OKYRRHU, 6471990]
[paragraph, [62.0, 712.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 748.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 784.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 820.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 856.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 892.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 928.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 964.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 1000.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 1036.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 1072.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 1108.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 1144.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [62.0, 1180.0, 364.0, 36.0], shoonya_4s21OV8QMSUXNT, 6471990]
[paragraph, [439.0, 1084.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1120.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1156.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1192.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1228.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1264.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1300.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1336.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1372.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1408.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1444.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1480.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1516.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [439.0, 1552.0, 365.0, 36.0], shoonya_1sXGMVMTA9UFPI, 6471990]
[paragraph, [64.0, 1245.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1281.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1317.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1353.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1389.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1425.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1461.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1497.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[paragraph, [64.0, 1533.0, 361.0, 36.0], shoonya_6s4OYA4SINJNFJ, 6471990]
[folio, [59.0, 1598.0, 267.0, 36.0], shoonya_9sFMCT3HRX8QCB, 6471990]
