[1298, 853]
[section-title, [297.0, 68.0, 246.0, 30.0], shoonya_3s2NB9JLNPTPF2, 5710278]
[paragraph, [57.0, 626.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 644.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 662.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 680.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 698.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 716.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 734.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 752.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 770.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 788.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 806.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 824.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [58.0, 845.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 863.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 881.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 899.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 917.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 935.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 953.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 971.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 989.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1007.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1025.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1043.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1061.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1079.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1097.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1115.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1133.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1151.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1169.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1187.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
[paragraph, [58.0, 1205.0, 750.0, 18.0], shoonya_2sONCWJLYZLKH2, 5710278]
