[2339, 1653]
[folio, [243.0, 330.0, 167.0, 36.0], DA9i-joiqL, 5735767]
[paragraph, [237.0, 1065.0, 579.0, 36.0], shoonya_4s34IJA8K9QX2B, 5735767]
[paragraph, [237.0, 1101.0, 579.0, 36.0], shoonya_4s34IJA8K9QX2B, 5735767]
[paragraph, [237.0, 1137.0, 579.0, 36.0], shoonya_4s34IJA8K9QX2B, 5735767]
[paragraph, [237.0, 1173.0, 579.0, 36.0], shoonya_4s34IJA8K9QX2B, 5735767]
[paragraph, [237.0, 1209.0, 579.0, 36.0], shoonya_4s34IJA8K9QX2B, 5735767]
[paragraph, [236.0, 1280.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1316.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1352.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1388.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1424.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1460.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1496.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1532.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1568.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1604.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1640.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1676.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1712.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1748.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1784.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1820.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1856.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [236.0, 1892.0, 579.0, 36.0], shoonya_2sWBRIMGBGOX55, 5735767]
[paragraph, [838.0, 1721.0, 577.0, 36.0], shoonya_6sVYHI7KSJB37O, 5735767]
[paragraph, [838.0, 1757.0, 577.0, 36.0], shoonya_6sVYHI7KSJB37O, 5735767]
[paragraph, [838.0, 1793.0, 577.0, 36.0], shoonya_6sVYHI7KSJB37O, 5735767]
[paragraph, [838.0, 1829.0, 577.0, 36.0], shoonya_6sVYHI7KSJB37O, 5735767]
[author, [1112.0, 1905.0, 300.0, 36.0], shoonya_11s3S77KXZOJ2B, 5735767]
[folio, [239.0, 1968.0, 235.0, 36.0], shoonya_9s8QWOT2U11ILP, 5735767]
