[1518, 1075]
[folio, [548.0, 113.0, 87.0, 36.0], shoonya_10sDLZ1BHHW88I, 5722677]
[paragraph, [556.0, 1128.0, 428.0, 36.0], shoonya_0sIHVO9DNLQTIB, 5722677]
[paragraph, [556.0, 1164.0, 428.0, 36.0], shoonya_0sIHVO9DNLQTIB, 5722677]
[paragraph, [115.0, 1094.0, 425.0, 36.0], shoonya_1sYB6YME7L0K56, 5722677]
[paragraph, [115.0, 1130.0, 425.0, 36.0], shoonya_1sYB6YME7L0K56, 5722677]
[paragraph, [115.0, 1166.0, 425.0, 36.0], shoonya_1sYB6YME7L0K56, 5722677]
[paragraph, [115.0, 1202.0, 425.0, 36.0], shoonya_1sYB6YME7L0K56, 5722677]
[paragraph, [115.0, 1238.0, 425.0, 36.0], shoonya_1sYB6YME7L0K56, 5722677]
[paragraph, [115.0, 1274.0, 425.0, 36.0], shoonya_1sYB6YME7L0K56, 5722677]
[paragraph, [559.0, 1229.0, 430.0, 36.0], _vcvtg9N8c, 5722677]
[paragraph, [559.0, 1265.0, 430.0, 36.0], _vcvtg9N8c, 5722677]
[folio, [249.0, 1333.0, 596.0, 36.0], uyG6sbdSZR, 5722677]
[folio, [190.0, 1384.0, 418.0, 36.0], shoonya_8s6MN2RJGMLR6W, 5722677]
