[842, 595]
[folio, [247.0, 86.0, 89.0, 18.0], zMKbV3_ELV, 5772877]
[ordered-list, [297.0, 693.0, 248.0, 18.0], i0t5wEwV4Y, 5772877]
[ordered-list, [297.0, 711.0, 248.0, 18.0], i0t5wEwV4Y, 5772877]
[ordered-list, [297.0, 729.0, 248.0, 18.0], i0t5wEwV4Y, 5772877]
[ordered-list, [56.0, 282.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 300.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 318.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 336.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 354.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 372.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 390.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 408.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 426.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 444.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 462.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 480.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 498.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 516.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 534.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 552.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 570.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 588.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 606.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 624.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 642.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 660.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 678.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 696.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[ordered-list, [56.0, 714.0, 237.0, 18.0], uks3G2d6bI, 5772877]
[sub-ordered-list, [314.0, 334.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [314.0, 352.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [314.0, 370.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [314.0, 388.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [314.0, 406.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [314.0, 424.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [314.0, 442.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [314.0, 460.0, 223.0, 18.0], Hj3PiZ5JFp, 5772877]
[sub-ordered-list, [73.0, 351.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[sub-ordered-list, [73.0, 369.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[sub-ordered-list, [73.0, 387.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[sub-ordered-list, [73.0, 405.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[sub-ordered-list, [73.0, 423.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[sub-ordered-list, [73.0, 441.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[sub-ordered-list, [73.0, 459.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[sub-ordered-list, [73.0, 477.0, 221.0, 18.0], 8ZlAwlZ0Ie, 5772877]
[folio, [492.0, 746.0, 44.0, 18.0], tqLU24bTte, 5772877]
