[1650, 1275]
[paragraph, [117.0, 79.0, 534.0, 36.0], -JLTk7hO0Q, 5722164]
[paragraph, [113.0, 748.0, 541.0, 36.0], dyteuYA7ki, 5722164]
[paragraph, [113.0, 784.0, 541.0, 36.0], dyteuYA7ki, 5722164]
[paragraph, [113.0, 820.0, 541.0, 36.0], dyteuYA7ki, 5722164]
[paragraph, [113.0, 856.0, 541.0, 36.0], dyteuYA7ki, 5722164]
[headline, [269.0, 923.0, 756.0, 37.5], pQ-6xKuL_n, 5722164]
[headline, [269.0, 960.5, 756.0, 37.5], pQ-6xKuL_n, 5722164]
[paragraph, [660.0, 1011.0, 509.0, 36.0], HPXrt8CIaK, 5722164]
[paragraph, [660.0, 1047.0, 509.0, 36.0], HPXrt8CIaK, 5722164]
[paragraph, [660.0, 1083.0, 509.0, 36.0], HPXrt8CIaK, 5722164]
[paragraph, [119.0, 1015.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1051.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1087.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1123.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1159.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1195.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1231.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1267.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1303.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1339.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1375.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [119.0, 1411.0, 529.0, 36.0], shoonya_0sYRIOL4WSQG49, 5722164]
[paragraph, [670.0, 1178.0, 251.0, 36.0], IKmH6MHUm9, 5722164]
[paragraph, [670.0, 1214.0, 251.0, 36.0], IKmH6MHUm9, 5722164]
[paragraph, [670.0, 1250.0, 251.0, 36.0], IKmH6MHUm9, 5722164]
[paragraph, [670.0, 1286.0, 251.0, 36.0], IKmH6MHUm9, 5722164]
[paragraph, [670.0, 1322.0, 251.0, 36.0], IKmH6MHUm9, 5722164]
[paragraph, [670.0, 1358.0, 251.0, 36.0], IKmH6MHUm9, 5722164]
[paragraph, [670.0, 1396.0, 485.0, 36.0], lsgdkPeFMw, 5722164]
[paragraph, [670.0, 1432.0, 485.0, 36.0], lsgdkPeFMw, 5722164]
[paragraph, [670.0, 1468.0, 485.0, 36.0], lsgdkPeFMw, 5722164]
[paragraph, [117.0, 1465.0, 533.0, 36.0], ooXJFFfe0F, 5722164]
[paragraph, [117.0, 1501.0, 533.0, 36.0], ooXJFFfe0F, 5722164]
